zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools,Earning,neighborhood_avg_amount
12978662,Baldwin Park,Los Angeles,3,5,3,2474,7616,34.089271000000004,-117.97188,1947,385571,96465,1,1,2,7,0,51742,206606.11764705883
12447348,Long Beach,Los Angeles,3,5,3,1458,5805,33.871255,-118.169347,1986,407158,96239,2,0,2,7,0,54971,267376.53846153844
11625594,Los Angeles,Los Angeles,2,2,2,1320,17115,34.056,-118.39399999999999,2005,678000,96016,1,0,2,4,0,52024,516372.54545454547
11646269,Los Angeles,Los Angeles,2,3,2,1180,7904,34.065388,-118.450088,1937,218000,96005,1,0,2,4,0,52024,459809.0
10800696,Los Angeles,Los Angeles,1,2,1,780,234290,34.1768,-118.53299999999999,1972,239000,96379,1,1,2,7,1,52024,239629.45454545456
12608699,Torrance,Los Angeles,2,2,2,1853,5776,33.818038,-118.32306000000001,1963,655742,96159,1,1,2,4,0,79549,447773.28571428574
12335416,Downey,Los Angeles,2,3,2,1367,8772,33.925222,-118.145329,1951,280694,96102,1,0,7,7,0,62897,322715.125
10793439,Los Angeles,Los Angeles,1,1,1,740,67617,34.1715,-118.601,1987,292000,96389,1,1,2,7,1,52024,304665.38095238095
10847959,Los Angeles,Los Angeles,2,2,2,1280,10869,34.1579,-118.444,1981,380451,96424,1,1,2,4,0,52024,509463.5
11523904,Los Angeles,Los Angeles,3,1,3,1920,56009,33.9741,-118.427,2005,708885,96072,1,1,2,10,0,52024,665445.4
11525045,Los Angeles,Los Angeles,4,3,4,3130,25588,33.9738,-118.421,2005,1229074,96072,1,1,2,10,0,52024,823444.0
10951935,Burbank,Los Angeles,2,3,2,1035,5505,34.193166,-118.327335,1977,467830,96436,1,0,2,4,0,66076,323651.1666666667
10931675,Los Angeles,Los Angeles,2,2,2,1250,16419,34.1501,-118.365,2006,438000,96447,1,1,2,4,0,52024,396929.28571428574
11181839,Palmdale,Los Angeles,3,3,3,2218,122529,34.629096999999994,-118.18563700000001,2005,393800,97329,1,1,2,4,1,52392,356916.0
11337966,Lancaster,Los Angeles,3,4,3,2619,92302,34.790484,-118.28448,2005,285000,97319,1,1,2,4,0,47225,285000.0
11068840,Los Angeles,Los Angeles,6,5,6,5448,11892,34.297876,-118.57573899999998,2006,1512000,96356,1,1,2,10,1,52024,1245689.0
11307129,Lancaster,Los Angeles,4,4,4,2733,7648,34.686799,-118.216924,2005,200657,97319,1,1,2,4,0,47225,246130.4
11307152,Lancaster,Los Angeles,4,4,4,2733,7718,34.685266999999996,-118.21695600000001,2005,282500,97319,1,1,2,4,0,47225,240413.0
11288002,Lancaster,Los Angeles,3,3,3,2266,11118,34.705534,-118.141186,2005,151538,97317,1,1,2,4,0,47225,91290.33333333333
11312992,Lancaster,Los Angeles,3,3,3,2662,20631,34.671589000000004,-118.095942,2005,172440,97318,1,1,2,4,0,47225,163054.33333333334
11324246,Palmdale,Los Angeles,3,4,3,2455,6938,34.563215,-118.166945,2005,284000,97329,1,1,2,4,0,52392,252099.5
11115873,Santa Clarita,Los Angeles,2,2,2,1693,3825,34.455218,-118.55170700000001,2005,549000,91354,1,1,2,4,0,83554,448621.1666666667
11187143,Palmdale,Los Angeles,3,4,3,3032,6092,34.618502,-118.197119,2005,287400,97329,1,1,2,4,1,52392,272679.4
11306713,Lancaster,Los Angeles,3,4,3,2982,7325,34.695805,-118.187017,2005,293000,97319,1,1,2,4,0,47225,263765.25
11317544,Lancaster,Los Angeles,3,3,3,2200,7489,34.679803,-118.241924,2005,255000,97319,1,1,2,4,0,47225,247978.33333333334
12409207,Cerritos,Los Angeles,3,3,3,997,1563,33.879709999999996,-118.09384399999999,2005,311465,96206,1,1,2,7,0,90321,399528.71428571426
10793233,Los Angeles,Los Angeles,2,2,2,920,70376,34.1705,-118.6,1987,354000,96389,1,1,2,7,1,52024,300284.27777777775
10945622,Burbank,Los Angeles,3,2,3,1340,7626,34.1858,-118.302,2005,515000,91506,1,1,2,4,0,66076,477046.14285714284
12554671,Long Beach,Los Angeles,2,2,2,1000,30358,33.7774,-118.19200000000001,1998,275000,96245,1,1,2,4,0,54971,226296.73333333334
12289762,Compton,Los Angeles,3,3,3,1900,4293,33.905179,-118.20128100000001,2005,310000,96091,1,1,2,4,0,43507,227204.14285714287
10793365,Los Angeles,Los Angeles,2,2,2,920,67617,34.1715,-118.601,1987,306869,96389,1,1,2,7,1,52024,304665.38095238095
12289735,Compton,Los Angeles,3,3,3,1900,4380,33.905114000000005,-118.199712,2005,310000,96091,1,1,2,4,0,43507,219544.57142857142
10772825,Los Angeles,Los Angeles,2,2,2,1040,198811,34.2067,-118.574,1971,143444,91306,1,1,2,7,0,52024,232511.85714285713
11299760,Lancaster,Los Angeles,2,4,2,2294,13364,34.694660999999996,-118.07638600000001,2005,150001,97318,1,1,2,4,0,47225,150005.2
11658053,Los Angeles,Los Angeles,3,3,3,2170,20001,34.0571,-118.465,2005,635936,96030,1,1,2,10,0,52024,675596.1538461539
10772845,Los Angeles,Los Angeles,2,2,2,1040,198811,34.2067,-118.574,1971,211000,91306,1,1,2,7,0,52024,232511.85714285713
12828114,Whittier,Los Angeles,2,2,2,960,119250,33.9317,-117.98700000000001,1969,246252,96171,1,1,2,4,0,66457,331643.375
11566351,Los Angeles,Los Angeles,3,3,3,1690,19867,34.045629,-118.462129,2005,149084,96006,1,1,2,1,0,52024,484937.5238095238
12282871,Lynwood,Los Angeles,4,7,4,3125,7748,33.921690000000005,-118.210066,1924,375097,96113,2,0,2,7,0,43109,244385.1
12452770,Long Beach,Los Angeles,1,2,1,875,4674,33.860640000000004,-118.18335900000001,1927,161091,96239,1,0,7,7,0,54971,223575.31818181818
12863873,Claremon,Los Angeles,2,3,2,1527,11257,34.119729,-117.735199,1968,441032,96469,1,1,2,4,0,88523,223396.5
10793433,Los Angeles,Los Angeles,2,2,2,920,67617,34.1715,-118.601,1987,354000,96389,1,1,2,7,1,52024,304665.38095238095
10793478,Los Angeles,Los Angeles,2,3,2,1100,65447,34.1703,-118.598,1987,293148,96389,1,1,2,7,1,52024,299282.3125
10912476,Los Angeles,Los Angeles,2,2,2,1520,31714,34.1411,-118.39,2005,655336,96449,1,1,2,4,0,52024,676935.0
11151291,Santa Clarita,Los Angeles,3,4,3,2478,7747,34.40742,-118.43799299999999,2006,373981,96401,1,1,2,4,0,83554,463995.0
11781186,Los Angeles,Los Angeles,2,2,2,1170,18466,34.0412,-118.262,1923,375905,95996,1,0,2,4,0,52024,568704.8125
11804391,Los Angeles,Los Angeles,1,2,1,955,7397,34.033006,-118.20373300000001,1904,161263,96004,1,0,7,7,0,52024,130146.0
12232762,Los Angeles,Los Angeles,2,3,2,1230,2165,33.934607,-118.24561100000001,2005,129590,96040,1,0,2,4,0,52024,163928.4
12938782,West Covina,Los Angeles,1,3,1,1408,8396,34.075603,-117.93533899999998,1951,411900,96523,1,0,7,7,1,69189,236881.45454545456
10829368,Los Angeles,Los Angeles,1,2,1,1052,6756,34.198187,-118.450999,1940,375000,96414,1,0,7,7,0,52024,245472.66666666666
12668893,Redondo Beach,Los Angeles,3,3,3,3598,6534,33.810581,-118.38941799999999,2002,2025408,96123,1,0,2,10,0,105145,805312.1428571428
11423121,Hawthorne,Los Angeles,3,3,3,1809,2183,33.924057,-118.34384299999999,2006,361944,96107,1,1,2,4,0,44504,317673.77777777775
11987826,Los Angeles,Los Angeles,3,3,3,2790,8095,34.075943,-118.33954399999999,1928,668857,96017,1,0,7,1,0,52024,784444.8888888889
11409929,Inglewood,Los Angeles,3,4,3,2171,5087,33.954506,-118.332035,2006,573000,96137,1,1,2,10,0,42044,371621.1818181818
11691814,Los Angeles,Los Angeles,2,5,2,5714,30269,34.076031,-118.49677,1971,4560000,96030,1,1,2,10,1,52024,3724365.0
11782030,Los Angeles,Los Angeles,1,0,1,460,21306,34.054,-118.279,1923,25804,95987,1,0,2,7,0,52024,25804.0
11268738,Lancaster,Los Angeles,3,4,3,3019,14523,34.636672999999995,-118.20786000000001,2006,489160,97319,1,1,2,4,1,47225,356259.0
11568618,Los Angeles,Los Angeles,1,1,1,709,20217,34.0503,-118.461,1973,370536,96030,1,0,7,4,0,52024,550003.3571428572
11758072,Los Angeles,Los Angeles,3,3,3,1740,9479,34.061,-118.311,2006,665000,95986,1,1,2,1,0,52024,356073.0
12015393,Los Angeles,Los Angeles,1,0,1,550,36439,34.0995,-118.34899999999999,1985,234518,96027,1,1,2,4,0,52024,297993.71428571426
12110957,Pasadena,Los Angeles,2,2,2,880,11554,34.1385,-118.135,1984,402362,96289,1,1,2,4,0,72402,386222.3
11217223,Palmdale,Los Angeles,4,5,4,3776,8121,34.561033,-118.0183,2007,213200,97330,1,1,2,4,0,52392,195970.66666666666
11466270,Los Angeles,Los Angeles,2,2,2,960,87406,33.9542,-118.439,1984,468000,96129,1,1,2,4,0,52024,413501.0909090909
11268826,Lancaster,Los Angeles,5,5,5,4227,21573,34.644015,-118.18501,2006,529000,97319,1,1,2,1,1,47225,535508.6666666666
11250499,Palmdale,Los Angeles,2,3,2,1252,21834,34.610908,-117.830831,2006,114644,97344,1,1,2,4,0,52392,85781.0
12023155,Los Angeles,Los Angeles,3,3,3,2976,5046,34.112531,-118.383847,2005,1285000,96027,1,1,2,4,0,52024,565143.0
12134076,Arcadia,Los Angeles,7,6,7,5630,30679,34.156494,-118.042172,2006,2807144,96267,1,1,2,10,1,79934,1997550.0
11324395,Palmdale,Los Angeles,3,4,3,2642,8375,34.562227,-118.16994299999999,2006,236257,97329,1,1,2,4,0,52392,252099.5
11570459,Los Angeles,Los Angeles,1,1,1,720,7387,34.051,-118.469,1968,601502,96030,1,0,2,1,0,52024,670959.8846153846
11299232,Lancaster,Los Angeles,3,5,3,3293,6783,34.686171,-118.09973000000001,2006,243000,97318,1,1,2,4,0,47225,128493.6
11299845,Lancaster,Los Angeles,3,3,3,2676,7417,34.692074,-118.088701,2006,227000,97318,1,1,2,4,0,47225,178014.0
11302481,Lancaster,Los Angeles,3,3,3,2542,6660,34.676449,-118.07391100000001,2006,147357,97318,1,1,2,4,0,47225,171462.0
11609516,Los Angeles,Los Angeles,3,2,3,1370,12151,34.052289,-118.420924,2006,754785,96006,1,1,2,10,0,52024,742437.2941176471
10793067,Los Angeles,Los Angeles,4,4,4,3585,3907,34.174167,-118.60881100000002,2006,777000,96389,1,1,2,1,0,52024,445114.7
11562799,Los Angeles,Los Angeles,3,3,3,2557,6194,34.035908,-118.44591299999999,2006,1443627,96006,1,1,2,10,0,52024,926218.0
12982493,El Monte,Los Angeles,3,3,3,1278,6450,34.089817,-118.008122,1933,260103,96479,1,0,7,7,0,38085,295374.375
11780774,Los Angeles,Los Angeles,1,1,1,860,41204,34.0417,-118.26299999999999,2007,571000,95996,1,0,2,4,0,52024,590978.8
11322393,Lancaster,Los Angeles,3,3,3,3031,6596,34.672401,-118.233139,2007,300700,97319,1,1,2,4,0,47225,270540.0
11689117,Malibu,Los Angeles,3,3,3,2064,15905,34.036023,-118.848725,2000,1339200,96116,1,1,2,1,0,119659,1339200.0
11667789,Los Angeles,Los Angeles,3,4,3,2526,22751,34.057396000000004,-118.54651000000001,1965,2906942,96120,1,0,2,4,0,52024,1587497.5
11332558,Lancaster,Los Angeles,3,3,3,2556,109305,34.766897,-118.287477,2006,315000,97319,1,1,2,4,0,47225,315000.0
11898800,Alhambra,Los Angeles,3,2,3,1650,34398,34.093,-118.12299999999999,2006,443690,96531,1,1,2,4,0,53582,336647.125
10794323,Los Angeles,Los Angeles,2,2,2,920,135972,34.1725,-118.6,1987,308072,96389,1,1,2,7,1,52024,299747.6666666667
11162450,Santa Clarita,Los Angeles,4,4,4,3035,5796,34.441758,-118.41151,2007,593000,96401,1,1,2,4,1,83554,593000.0
11616186,Los Angeles,Los Angeles,2,2,2,2083,20262,34.0508,-118.444,2006,149897,96006,1,1,2,1,0,52024,387178.73333333334
11538650,Los Angeles,Los Angeles,2,0,2,1610,39559,33.9891,-118.443,2006,812500,96128,1,1,2,1,0,52024,964923.2142857143
11601743,Los Angeles,Los Angeles,3,3,3,1312,5903,34.0545,-118.39399999999999,1990,455949,96016,1,0,7,4,0,52024,480069.5833333333
11268703,Lancaster,Los Angeles,4,4,4,3382,21839,34.640373,-118.18636599999999,2006,505500,97319,1,1,2,4,0,47225,535508.6666666666
11200505,Palmdale,Los Angeles,3,4,3,3078,13715,34.55838,-118.10781399999999,2007,179305,97328,1,1,2,4,0,52392,154091.5
12042899,Glendale,Los Angeles,1,1,1,610,103966,34.2251,-118.249,1977,211901,91214,1,0,7,7,0,52574,360442.0
10894350,Los Angeles,Los Angeles,3,3,3,1372,6717,34.1724,-118.42399999999999,1998,406971,96410,1,1,2,4,0,52024,459766.1
12258722,Los Angeles,Los Angeles,3,3,3,1550,23957,33.923421999999995,-118.27676799999999,2006,261000,96042,1,0,2,4,0,52024,214098.77777777778
11187149,Palmdale,Los Angeles,3,4,3,2728,7705,34.622908,-118.21986100000001,2006,340000,97329,1,1,2,4,0,52392,245635.0
11963587,Los Angeles,Los Angeles,2,3,2,1345,12746,34.099585999999995,-118.220091,1964,554396,96046,1,0,2,4,0,52024,285469.0
10982626,Los Angeles,Los Angeles,3,4,3,2515,284574,34.286,-118.397,2009,456996,96368,1,1,2,4,0,52024,277491.3333333333
10794032,Los Angeles,Los Angeles,2,2,2,990,44031,34.1723,-118.598,1987,312402,96389,1,1,2,7,1,52024,295818.4210526316
10910732,Los Angeles,Los Angeles,3,3,3,1640,23399,34.1455,-118.39399999999999,2006,688485,96449,1,1,2,4,0,52024,379549.0
12107545,Pasadena,Los Angeles,2,3,2,1040,60530,34.1675,-118.14200000000001,1987,239848,96292,1,1,2,4,0,72402,281847.9090909091
11171580,Santa Clarita,Los Angeles,1,1,1,740,161596,34.418867,-118.5624,2003,167215,96378,1,1,2,4,0,83554,201180.5
11172206,Santa Clarita,Los Angeles,2,2,2,1090,39622,34.4189,-118.565,2003,219470,96378,1,1,2,4,0,83554,201180.5
11216385,Palmdale,Los Angeles,2,3,2,1739,7004,34.575251,-118.01539299999999,2006,148567,97330,1,1,2,4,0,52392,196777.33333333334
10909158,Los Angeles,Los Angeles,3,3,3,1700,5920,34.1405,-118.367,2007,626000,96449,1,1,2,4,0,52024,516372.0
11308062,Lancaster,Los Angeles,3,3,3,2800,7202,34.698664,-118.187978,2006,204061,97319,1,1,2,4,0,47225,268212.2
11232963,Palmdale,Los Angeles,3,4,3,2112,7187,34.543384,-118.03850600000001,2006,177666,97330,1,1,2,4,0,52392,194964.66666666666
11172081,Santa Clarita,Los Angeles,1,1,1,740,81699,34.4199,-118.564,2003,167215,96378,1,1,2,4,0,83554,201180.5
10794316,Los Angeles,Los Angeles,1,1,1,610,135972,34.1725,-118.6,1987,188117,96389,1,1,2,7,1,52024,299747.6666666667
10831690,Los Angeles,Los Angeles,1,1,1,610,152299,34.202,-118.469,1976,112705,96415,1,1,2,4,1,52024,286946.4
11191758,Palmdale,Los Angeles,3,4,3,3211,6998,34.59192,-118.17035700000001,2006,263323,97329,1,1,2,4,0,52392,233025.5
11214802,Palmdale,Los Angeles,2,4,2,2418,7920,34.57687,-118.03796499999999,2006,243000,97330,1,1,2,4,0,52392,192623.75
11898444,Alhambra,Los Angeles,6,6,6,3139,7500,34.087984999999996,-118.12704099999999,2006,710668,96531,2,1,2,4,0,53582,306266.7272727273
11323842,Palmdale,Los Angeles,3,5,3,3058,5525,34.562503,-118.179002,2006,297000,97329,1,1,2,4,0,52392,309500.0
12110953,Pasadena,Los Angeles,2,2,2,980,11554,34.1385,-118.135,1984,473000,96289,1,1,2,4,0,72402,386222.3
10991241,Los Angeles,Los Angeles,4,5,4,3553,7151,34.26282,-118.32386000000001,2005,589149,96282,1,1,2,1,0,52024,321606.0
12852610,West Covina,Los Angeles,3,3,3,2510,110830,34.070964000000004,-117.870699,2008,447613,96524,1,1,2,4,0,69189,607751.25
10793961,Los Angeles,Los Angeles,2,2,2,920,68066,34.1717,-118.598,1987,289860,96389,1,1,2,7,1,52024,295818.4210526316
12044362,Burbank,Los Angeles,3,4,3,3333,7572,34.193965999999996,-118.290755,1980,289664,91506,1,1,2,4,0,66076,696041.3333333334
11564998,Los Angeles,Los Angeles,3,3,3,1417,13749,34.0424,-118.454,2006,723000,96006,1,1,2,10,0,52024,528633.0833333334
10772357,Los Angeles,Los Angeles,1,0,1,500,35250,34.2088,-118.57600000000001,1978,97000,91306,1,1,2,4,1,52024,264940.6666666667
11631283,Los Angeles,Los Angeles,2,2,2,890,40236,34.074,-118.385,1973,572000,96029,1,1,2,10,0,52024,609990.5
11557848,Los Angeles,Los Angeles,2,2,2,950,5692,34.021,-118.412,1988,468854,96015,1,1,2,4,0,52024,371112.85714285716
11336908,Lancaster,Los Angeles,3,3,3,2841,109968,34.813292,-118.260364,2006,311000,97319,1,1,2,4,0,47225,311000.0
12004256,Los Angeles,Los Angeles,2,1,2,1530,11629,34.084,-118.329,2002,662987,96019,1,1,2,7,0,52024,551057.5833333334
12995643,El Monte,Los Angeles,3,3,3,1457,106364,34.075336,-118.03309499999999,2005,311439,96478,1,1,2,7,0,38085,252061.8
11746576,Los Angeles,Los Angeles,3,3,3,1630,21830,34.0504,-118.285,2006,396315,95987,1,1,2,4,0,52024,260319.0
10857888,Los Angeles,Los Angeles,3,2,3,1480,19509,34.1539,-118.45,2006,601099,96412,1,1,2,4,0,52024,331986.875
12960430,Monrovia,Los Angeles,3,4,3,2040,3405,34.134,-118.007,2007,606377,96273,1,1,2,4,0,70358,322151.7
12357744,Maywood,Los Angeles,3,4,3,2142,2992,33.98324,-118.183722,2007,335421,96119,1,1,2,4,0,35582,240701.75
11214704,Palmdale,Los Angeles,2,4,2,1923,7342,34.578804999999996,-118.025101,2006,186549,97330,1,1,2,4,0,52392,210952.75
11151393,Santa Clarita,Los Angeles,4,3,4,4155,6401,34.411331,-118.433148,2007,696461,96401,1,1,2,4,0,83554,511988.0
11194080,Palmdale,Los Angeles,2,4,2,2356,57873,34.623393,-118.153125,2007,333000,97329,1,1,2,4,1,52392,333000.0
12101156,Pasadena,Los Angeles,3,3,3,1100,23177,34.128934,-118.14471499999999,2007,587169,96294,1,1,2,1,0,72402,585764.5714285715
12476768,Bellflower,Los Angeles,4,4,4,2492,4996,33.86933,-118.131534,2008,610044,96208,1,1,2,4,0,48823,380230.0
12968773,Monrovia,Los Angeles,3,5,3,1929,6598,34.157718,-117.987274,1964,303310,96273,1,0,2,4,0,70358,199097.42857142858
12220340,Los Angeles,Los Angeles,4,6,4,2400,2969,33.948693,-118.272653,2007,276643,95984,2,0,2,7,0,52024,206005.0588235294
11324743,Palmdale,Los Angeles,3,3,3,2691,8534,34.562149,-118.175633,2007,322000,97329,1,1,2,4,1,52392,309500.0
10899824,Los Angeles,Los Angeles,2,2,2,1280,18832,34.158,-118.375,2007,466130,96446,1,1,2,4,0,52024,576159.5714285715
12092949,Glendale,Los Angeles,3,2,3,1070,13733,34.1351,-118.26,1989,240782,96323,1,1,2,4,0,52574,253907.125
12005196,Los Angeles,Los Angeles,4,4,4,2407,6990,34.088221000000004,-118.311305,1923,109757,96019,4,0,2,7,0,52024,286706.0
11757015,Los Angeles,Los Angeles,2,3,2,1530,19963,34.0574,-118.322,2006,590712,95986,1,1,2,1,0,52024,551818.3333333334
11524310,Los Angeles,Los Angeles,3,2,3,1677,61600,33.9696,-118.425,2007,665895,96072,1,1,2,1,0,52024,665445.4
11642345,Los Angeles,Los Angeles,6,4,6,11637,113583,34.07796,-118.429245,1931,45900000,96005,1,0,2,10,1,52024,23295000.0
11538482,Los Angeles,Los Angeles,3,3,3,2865,31636,33.9846,-118.445,2006,1986954,96128,1,1,2,10,1,52024,1099580.0
11322000,Palmdale,Los Angeles,4,4,4,2510,13909,34.641684000000005,-118.245391,2007,298479,97329,1,1,2,4,0,52392,343848.5
10905752,Los Angeles,Los Angeles,2,2,2,950,25067,34.1543,-118.42200000000001,1990,154667,96424,1,1,2,4,1,52024,441652.5
12995641,El Monte,Los Angeles,3,3,3,1640,106364,34.075336,-118.03309499999999,2005,334431,96478,1,1,2,7,0,38085,252061.8
12051532,Burbank,Los Angeles,2,3,2,1470,31725,34.1779,-118.29700000000001,2006,423231,91506,1,1,2,4,0,66076,294117.75
11462220,Los Angeles,Los Angeles,5,5,5,4458,5800,33.965282,-118.429032,2007,1748659,96026,1,1,2,10,0,52024,799051.7777777778
12477513,Bellflower,Los Angeles,2,2,2,950,35773,33.876096000000004,-118.134376,2004,185148,96208,1,1,2,4,0,48823,257941.3076923077
12542770,Long Beach,Los Angeles,1,1,1,570,6527,33.7801,-118.163,1987,137551,96238,1,0,7,7,0,54971,315295.6
12478703,Bellflower,Los Angeles,4,3,4,1170,43352,33.871931,-118.11453200000001,2007,348000,96208,1,1,2,4,0,48823,276529.5
11781155,Los Angeles,Los Angeles,2,2,2,1400,18466,34.041143,-118.26092299999999,1923,611987,95996,1,0,2,4,0,52024,623507.7142857143
11191406,Palmdale,Los Angeles,3,5,3,2568,6999,34.593446,-118.160145,2008,292013,97329,1,1,2,4,0,52392,219406.85714285713
12939898,Baldwin Park,Los Angeles,3,4,3,2434,5324,34.0717,-117.964083,2004,349488,96465,1,1,2,4,0,51742,231840.85714285713
12950173,West Covina,Los Angeles,5,4,5,4220,38153,34.059678000000005,-117.879196,2006,734119,96524,1,1,2,4,0,69189,681708.4285714285
12877226,Pomona,Los Angeles,2,2,2,1272,102601,34.0436,-117.733175,2007,240300,96506,1,1,2,4,0,49186,212394.72727272726
11313487,Lancaster,Los Angeles,2,3,2,1848,7205,34.665606,-118.07325800000001,2008,217000,97318,1,1,2,4,0,47225,213315.4
11309541,Lancaster,Los Angeles,2,3,2,1841,8177,34.711684999999996,-118.063266,2008,189000,97318,1,1,2,4,0,47225,164268.0
11268266,Lancaster,Los Angeles,4,4,4,4212,24170,34.645354,-118.193206,2007,742840,97319,1,1,2,10,0,47225,742840.0
11193445,Palmdale,Los Angeles,3,3,3,2940,8611,34.580416,-118.145948,2008,294654,97329,1,1,2,4,0,52392,276418.5
11193471,Palmdale,Los Angeles,3,3,3,2940,8929,34.580574,-118.14539199999999,2008,321000,97329,1,1,2,4,0,52392,247375.0
12144353,Arcadia,Los Angeles,3,3,3,2577,19708,34.116125,-118.04712099999999,1937,1188618,96268,1,1,2,4,0,79934,1051250.1666666667
11308370,Lancaster,Los Angeles,3,3,3,2523,7532,34.678977,-118.211827,2013,289877,97319,1,1,2,4,0,47225,279444.28571428574
11233001,Palmdale,Los Angeles,4,6,4,3153,10325,34.557577,-118.02450800000001,2010,289985,97330,1,1,2,4,0,52392,256106.4
12229272,Los Angeles,Los Angeles,4,8,4,2508,3103,33.939254,-118.23841999999999,2006,323980,95983,2,0,7,4,0,52024,176945.17647058822
11322194,Lancaster,Los Angeles,3,5,3,2545,9307,34.657858000000004,-118.254956,2012,263887,97319,1,1,20,4,0,47225,252604.5
11001036,Los Angeles,Los Angeles,3,4,3,2240,4999,34.257552000000004,-118.283345,2013,600000,96284,1,1,2,4,0,52024,296849.0
11327075,Santa Clarita,Los Angeles,2,2,2,1608,491889,34.350242,-118.383395,1995,228192,96401,1,1,2,4,0,83554,228192.0
10868807,Los Angeles,Los Angeles,7,5,7,5118,20934,34.154053000000005,-118.506179,2008,1611568,96349,1,1,2,1,0,52024,1151810.75
11308029,Lancaster,Los Angeles,3,3,3,2800,8723,34.699649,-118.191391,2008,286000,97319,1,1,2,4,0,47225,262015.25
11307848,Lancaster,Los Angeles,3,3,3,1831,8100,34.679065,-118.199331,2013,216293,97319,1,1,2,4,0,47225,262444.375
11313608,Lancaster,Los Angeles,3,5,3,3083,9829,34.674428999999996,-118.083913,2013,297731,97318,1,1,2,4,0,47225,144862.42857142858
11322209,Lancaster,Los Angeles,3,4,3,3192,10892,34.655054,-118.253707,2013,311788,97319,1,0,20,4,0,47225,250097.16666666666
11078422,Los Angeles,Los Angeles,6,5,6,5552,18704,34.247153000000004,-118.621524,2010,1011853,96346,1,1,2,1,1,52024,677289.0
13026204,Azusa,Los Angeles,4,4,4,3127,8508,34.143215999999995,-117.89606599999999,2012,706980,96464,1,1,2,4,0,53135,446964.0
11232992,Palmdale,Los Angeles,3,4,3,2108,7706,34.556788,-118.02304699999999,2010,278610,97330,1,1,2,4,1,52392,255865.0
12988101,Baldwin Park,Los Angeles,1,2,1,934,7464,34.081262,-117.96851699999999,1948,171725,96465,1,0,7,7,0,51742,207649.3076923077
10715770,Los Angeles,Los Angeles,2,3,2,1570,7498,34.2105,-118.61506200000001,1959,344410,96339,1,0,2,7,0,52024,281262.4285714286
12486818,Lakewood,Los Angeles,2,3,2,1463,5500,33.849554,-118.11186200000002,1951,98368,96213,1,0,7,7,0,79193,273863.23529411765
12240156,Los Angeles,Los Angeles,3,5,3,1788,4648,33.928546000000004,-118.25608500000001,1990,194374,96040,1,0,7,7,0,52024,191181.25
12818403,Hacienda Heights,Los Angeles,2,3,2,1458,6422,34.020856,-117.981944,1956,189638,96489,1,0,2,7,0,78039,264999.6666666667
11817345,Los Angeles,Los Angeles,1,3,1,1814,7717,34.086988,-118.16705900000001,1910,414965,96013,1,0,7,7,0,52024,211000.8
11805736,Los Angeles,Los Angeles,2,6,2,1894,14059,34.025052,-118.205905,1923,366249,96004,2,0,2,7,0,52024,226852.5
11593010,Santa Monica,Los Angeles,2,2,2,1104,7498,34.0201,-118.50299999999999,1965,638534,96150,1,0,2,4,0,76580,2229873.6666666665
11688410,Malibu,Los Angeles,3,4,3,2315,17638,34.035208000000004,-118.8436,1964,910530,96116,1,0,2,1,0,119659,897788.8
11778810,Los Angeles,Los Angeles,13,15,13,5122,6126,34.048708000000005,-118.277892,1925,881164,95987,4,0,2,7,0,52024,677775.0
11886610,Pasadena,Los Angeles,3,3,3,1850,23470,34.127146,-118.14354499999999,2004,798000,96294,1,1,2,4,0,72402,549090.625
11979610,Los Angeles,Los Angeles,6,7,6,5907,17997,34.11701,-118.175634,1953,475513,96023,4,0,2,7,0,52024,260882.88888888888
12284010,Lynwood,Los Angeles,1,3,1,1114,8678,33.913478999999995,-118.196669,1948,213710,96113,1,0,7,7,0,43109,233179.3076923077
12288210,Compton,Los Angeles,2,3,2,2100,6165,33.889828,-118.20158300000001,1940,249734,96091,2,0,2,7,0,43507,158255.2
12443810,Bellflower,Los Angeles,1,3,1,1256,9103,33.888478000000006,-118.132033,1941,332997,96208,1,0,7,7,0,48823,314806.6666666667
12511010,Long Beach,Los Angeles,2,2,2,900,220461,33.7943,-118.15100000000001,1990,310000,96247,1,1,2,4,0,54971,565202.0
12855010,Diamond Bar,Los Angeles,2,4,2,2009,8469,33.976552000000005,-117.835528,1963,420970,96505,1,0,2,7,0,89221,298559.85714285716
12855210,Diamond Bar,Los Angeles,2,4,2,1288,7557,33.976453,-117.839972,1962,271899,96505,1,0,2,7,1,89221,300464.125
10717244,Los Angeles,Los Angeles,2,3,2,1215,7488,34.218035,-118.62776000000001,1962,224601,96339,1,0,2,4,0,52024,274270.75
10717914,Los Angeles,Los Angeles,3,4,3,2216,8662,34.209122,-118.65692,1995,410514,96339,1,1,2,1,0,52024,410514.0
10718274,Los Angeles,Los Angeles,3,4,3,2114,9450,34.215661,-118.64318200000001,1984,315076,96339,1,1,2,4,0,52024,587872.4
10718497,Los Angeles,Los Angeles,3,4,3,2197,11077,34.215703999999995,-118.631525,1968,369978,96339,1,1,2,4,0,52024,308336.6
10718520,Los Angeles,Los Angeles,3,5,3,2080,11981,34.216324,-118.63783899999999,1964,302130,96339,1,1,2,4,0,52024,401143.0
