zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools,Earning
12755488,Norwalk,Los Angeles,1,3,1,1444,5209,33.901845,-118.090957,1948,45850,96193,1,0,7,7,0,59756
12755588,Norwalk,Los Angeles,1,2,1,832,5997,33.900115,-118.089032,1947,245597,96193,1,0,7,7,0,59756
12755795,Norwalk,Los Angeles,1,2,1,876,5749,33.900597,-118.082881,1910,230911,96193,1,0,7,7,0,59756
12756048,Norwalk,Los Angeles,1,2,1,1335,6264,33.897936,-118.087751,1950,346792,96193,1,0,7,7,0,59756
12756209,Norwalk,Los Angeles,3,4,3,1892,6278,33.895289,-118.091874,1948,391087,96193,1,1,2,7,0,59756
12756332,Norwalk,Los Angeles,2,3,2,1584,5381,33.899744,-118.101591,1950,127976,96193,1,0,7,7,0,59756
12756993,Norwalk,Los Angeles,2,3,2,1398,5225,33.895532,-118.099409,1950,281766,96193,1,1,2,7,0,59756
12757231,Norwalk,Los Angeles,2,3,2,1438,5083,33.900402,-118.105926,1956,67434,96193,1,0,7,7,0,59756
12757446,Norwalk,Los Angeles,2,4,2,1534,5407,33.894176,-118.105004,1953,319799,96193,1,1,2,4,0,59756
12757907,Norwalk,Los Angeles,1,3,1,888,5718,33.890993,-118.101645,1951,40340,96193,1,0,7,7,0,59756
12758091,Norwalk,Los Angeles,2,4,2,1890,5241,33.890143,-118.097041,1964,74616,96193,1,0,2,4,0,59756
12758259,Norwalk,Los Angeles,3,3,3,1442,27594,33.893476,-118.093152,1980,149411,96193,1,1,2,4,0,59756
12758374,Norwalk,Los Angeles,1,3,1,1134,5161,33.888406,-118.096156,1955,219313,96193,1,0,7,7,0,59756
12758474,Norwalk,Los Angeles,1,3,1,1134,5161,33.888964,-118.094428,1955,46865,96193,1,0,7,7,0,59756
12758574,Norwalk,Los Angeles,1,3,1,1188,5951,33.88858,-118.092698,1955,51568,96193,1,1,2,7,0,59756
12758943,Norwalk,Los Angeles,1,3,1,1001,5078,33.891922,-118.089145,1946,38910,96193,1,0,7,7,0,59756
12759235,Norwalk,Los Angeles,1,3,1,1194,5344,33.889605,-118.088838,1955,268941,96193,1,0,7,7,0,59756
12759335,Norwalk,Los Angeles,1,3,1,1072,6090,33.888836,-118.090531,1956,56395,96193,1,0,7,7,0,59756
12759627,Norwalk,Los Angeles,2,3,2,1417,5663,33.893767,-118.081261,1954,66075,96193,1,0,7,7,0,59756
12760195,Norwalk,Los Angeles,1,3,1,1250,5327,33.890208,-118.075248,1950,330000,96193,1,0,7,7,0,59756
12760318,Norwalk,Los Angeles,1,3,1,882,5268,33.892255,-118.073489,1952,329000,96193,1,0,7,7,0,59756
12760464,Norwalk,Los Angeles,1,2,1,751,2618,33.889534,-118.072927,1954,161101,96193,1,0,7,7,0,59756
12760663,Norwalk,Los Angeles,1,3,1,858,5410,33.894105,-118.059803,1954,239695,96193,1,0,7,7,0,59756
12760763,Norwalk,Los Angeles,2,3,2,1315,5189,33.892926,-118.062315,1954,345000,96193,1,0,7,7,1,59756
12761016,Norwalk,Los Angeles,4,8,4,3224,14960,33.890908,-118.070475,1966,451898,96193,4,0,2,7,0,59756
12761146,Norwalk,Los Angeles,2,4,2,1444,5373,33.889454,-118.065411,1966,182237,96193,1,0,2,7,0,59756
12761338,Norwalk,Los Angeles,3,4,3,2161,4915,33.889438,-118.058993,1972,111609,96193,1,1,2,4,0,59756
12761468,La Mirada,Los Angeles,2,3,2,1310,6287,33.898908,-118.018852,1955,468169,96190,1,0,2,7,0,79330
12761568,La Mirada,Los Angeles,2,4,2,1357,6175,33.898009,-118.015671,1956,424267,96190,1,0,2,7,0,79330
12761814,La Mirada,Los Angeles,2,3,2,2150,7293,33.897096,-118.020033,1954,372293,96190,1,0,2,4,0,79330
12762006,La Mirada,Los Angeles,3,4,3,1983,7319,33.894822,-118.015,1955,254103,96190,1,1,2,7,1,79330
12762229,La Mirada,Los Angeles,3,3,3,1752,5987,33.892208,-118.0113,1957,439304,96190,1,1,2,7,0,79330
12762644,La Mirada,Los Angeles,3,5,3,2134,6731,33.88917,-118.001954,1955,308247,96190,1,1,2,7,0,79330
12762744,La Mirada,Los Angeles,2,3,2,1222,6711,33.889599,-118.005226,1954,424000,96190,1,0,2,7,0,79330
12766389,El Monte,Los Angeles,3,4,3,1830,2153,34.058728,-118.014894,1991,319336,96479,1,0,2,4,0,38085
12766800,El Monte,Los Angeles,2,3,2,964,5745,34.051663,-118.028131,1951,266500,96479,1,0,7,7,0,38085
12767406,El Monte,Los Angeles,3,4,3,1757,5065,34.047301,-118.018241,1990,358941,96479,1,1,2,4,0,38085
12767811,El Monte,Los Angeles,3,4,3,1880,9165,34.045223,-118.019267,1953,78004,96479,1,0,7,7,0,38085
12768262,El Monte,Los Angeles,2,3,2,1355,9461,34.054731,-118.012021,1961,256151,96479,1,0,2,7,0,38085
12770308,El Monte,Los Angeles,1,3,1,968,11744,34.041984,-118.02683,1946,184621,96480,1,0,7,7,0,38085
12770659,El Monte,Los Angeles,2,3,2,1273,5787,34.051208,-118.03004,1982,226257,96480,1,0,2,7,0,38085
12770682,El Monte,Los Angeles,2,2,2,1048,19955,34.0528,-118.033,1981,90168,96480,1,1,2,7,0,38085
12774972,Pico Rivera,Los Angeles,1,3,1,1165,6055,34.010945,-118.077535,1952,56048,96197,1,0,7,7,1,55752
12775072,Pico Rivera,Los Angeles,1,3,1,1084,6304,34.013668,-118.074751,1950,50744,96197,1,0,7,7,0,55752
12775287,Pico Rivera,Los Angeles,2,5,2,1408,12006,34.013946,-118.068956,1937,200168,96197,1,0,7,7,0,55752
12775693,Pico Rivera,Los Angeles,1,2,1,1009,5141,34.006398,-118.074314,1929,114160,96197,1,0,7,7,0,55752
12775716,Pico Rivera,Los Angeles,2,2,2,1091,5636,34.005722,-118.075827,1959,75871,96197,1,0,7,7,0,55752
12775762,Pico Rivera,Los Angeles,1,2,1,1126,5257,34.010386,-118.073292,1951,266500,96197,1,0,7,7,0,55752
12775862,Pico Rivera,Los Angeles,3,5,3,2164,4622,34.015466,-118.064899,1998,288263,96197,1,1,2,4,0,55752
12775977,Pico Rivera,Los Angeles,2,4,2,1814,5070,34.018352,-118.067118,1957,292126,96197,1,0,7,7,0,55752
12776000,Pico Rivera,Los Angeles,2,3,2,1341,5006,34.017886,-118.06752,1953,357108,96197,1,0,7,7,0,55752
12776100,Pico Rivera,Los Angeles,1,3,1,1188,5044,34.017691,-118.06515,1957,355727,96197,1,0,7,7,0,55752
12776322,Pico Rivera,Los Angeles,1,3,1,1143,4939,34.018816,-118.060215,1957,50135,96197,1,0,7,7,0,55752
12776345,Pico Rivera,Los Angeles,2,3,2,1363,7194,34.017824,-118.059976,1957,73815,96197,1,0,7,7,0,55752
12776544,Pico Rivera,Los Angeles,2,3,2,1522,5066,34.017106,-118.075792,1984,320368,96197,1,1,2,4,0,55752
12779456,Whittier,Los Angeles,3,3,3,1944,28468,33.99503,-118.039476,1974,492343,96169,1,1,2,4,0,66457
12779586,Whittier,Los Angeles,3,4,3,2492,10517,33.991302,-118.037128,1958,652000,96169,1,0,2,4,1,66457
12779647,Whittier,Los Angeles,2,3,2,1797,8288,33.988404,-118.031054,1935,272869,96169,1,0,2,4,0,66457
12779823,Whittier,Los Angeles,3,3,3,1245,59394,34.001,-118.066,1982,253155,96169,1,1,2,4,0,66457
12780215,Whittier,Los Angeles,2,4,2,1584,9886,33.997228,-118.062769,1949,267024,96169,1,0,7,7,1,66457
12780315,Whittier,Los Angeles,2,4,2,1372,6811,33.997511,-118.06027,1949,369657,96169,1,1,2,7,1,66457
12780415,Whittier,Los Angeles,3,4,3,1656,6757,33.998746,-118.057047,1952,338067,96169,1,0,7,7,0,66457
12780859,Whittier,Los Angeles,2,3,2,1152,5925,33.995764,-118.061859,1950,326797,96174,1,0,7,7,0,66457
12780982,Whittier,Los Angeles,1,2,1,1080,5165,33.993691,-118.065757,1941,193232,96174,1,0,7,7,0,66457
12781371,Whittier,Los Angeles,1,2,1,1004,6702,33.989988,-118.060226,1940,48095,96174,1,0,7,7,0,66457
12781663,Whittier,Los Angeles,1,3,1,1270,5562,33.993715,-118.056183,1950,247697,96169,1,0,2,7,1,66457
12781786,Whittier,Los Angeles,2,4,2,1344,4980,33.996151,-118.054005,1942,386645,96169,1,0,7,7,0,66457
12782384,Whittier,Los Angeles,2,3,2,1371,10868,33.993723,-118.050667,1954,431785,96169,1,0,2,4,1,66457
12783113,Whittier,Los Angeles,3,3,3,2028,9992,33.992932,-118.043419,1959,531934,96169,1,0,2,4,0,66457
12783220,Whittier,Los Angeles,2,3,2,1556,7349,33.983903,-118.039652,1910,219073,96169,2,0,2,10,0,66457
12783555,Whittier,Los Angeles,2,4,2,2106,7000,33.98769,-118.035549,1947,200601,96169,2,0,2,7,0,66457
12783631,Whittier,Los Angeles,2,4,2,2890,7350,33.984329,-118.034406,1919,290258,96169,1,0,2,4,0,66457
12783830,Whittier,Los Angeles,3,2,3,1381,18038,33.9842,-118.034,1979,199939,96169,1,1,2,4,0,66457
12783853,Whittier,Los Angeles,3,4,3,2734,6999,33.985718,-118.032621,1924,432616,96169,2,0,2,7,1,66457
12783899,Whittier,Los Angeles,2,4,2,1913,7261,33.987828,-118.028443,1938,580000,96169,1,0,2,4,1,66457
12784037,Whittier,Los Angeles,3,4,3,2534,8150,33.983548,-118.028795,1920,395108,96169,2,0,2,7,0,66457
12784420,Whittier,Los Angeles,3,5,3,2432,10907,33.986771,-118.026383,1964,307060,96169,1,0,2,4,0,66457
12784566,Whittier,Los Angeles,4,4,4,3266,11416,33.987578,-118.020115,1967,805783,96169,1,0,2,4,1,66457
12785094,Whittier,Los Angeles,3,3,3,3796,10010,33.969422,-118.010839,1959,762924,96170,1,0,2,4,0,66457
12785718,Whittier,Los Angeles,3,2,3,1320,52655,33.9762,-118.039,1981,273874,96170,1,1,2,4,0,66457
12785847,Whittier,Los Angeles,1,2,1,1110,4346,33.985362,-118.053979,1937,260786,96169,1,0,7,7,0,66457
12786092,Whittier,Los Angeles,3,2,3,1548,6937,33.985074,-118.049043,1923,510308,96169,1,0,2,7,0,66457
12786314,Whittier,Los Angeles,2,3,2,1696,5975,33.986056,-118.044134,1928,379104,96169,1,1,2,7,0,66457
12786481,Whittier,Los Angeles,2,4,2,1448,6117,33.976235,-118.044349,1929,396299,96170,1,0,7,7,0,66457
12787040,Whittier,Los Angeles,4,4,4,1704,5597,33.969629,-118.038529,1937,494000,96170,2,0,2,7,0,66457
12787192,Whittier,Los Angeles,1,2,1,1008,7785,33.969752,-118.034948,1923,73447,96170,1,0,7,7,0,66457
12787215,Whittier,Los Angeles,2,2,2,1379,6162,33.96642,-118.034953,1952,376131,96170,1,0,2,4,0,66457
12787283,Whittier,Los Angeles,4,7,4,3222,9082,33.968022,-118.038088,1924,460318,96170,3,0,2,7,0,66457
12787336,Whittier,Los Angeles,6,10,6,4993,7944,33.973673,-118.028364,1991,1031160,96170,4,0,2,7,0,66457
12787488,Whittier,Los Angeles,1,2,1,832,6931,33.970684,-118.031066,1923,257994,96170,1,0,7,7,0,66457
12787634,Whittier,Los Angeles,1,2,1,1477,9047,33.968435,-118.029057,1941,375029,96170,1,0,7,7,0,66457
12787726,Whittier,Los Angeles,2,2,2,1338,5839,33.967841,-118.027574,1954,79541,96170,1,0,2,4,0,66457
12787849,Whittier,Los Angeles,2,3,2,1558,6457,33.965647,-118.030954,1952,327874,96170,2,0,2,7,0,66457
12788360,Whittier,Los Angeles,2,3,2,1578,7353,33.965363,-118.024889,1958,542000,96173,1,1,2,4,0,66457
12788460,Whittier,Los Angeles,2,4,2,2101,6843,33.965336,-118.021638,1960,204136,96173,1,0,2,4,0,66457
12788606,Whittier,Los Angeles,2,3,2,1476,6547,33.962973,-118.022068,1953,453050,96173,1,0,2,7,0,66457
12788767,Whittier,Los Angeles,3,4,3,2025,7125,33.975125,-118.024766,1948,128119,96170,1,0,7,7,0,66457
12789228,Whittier,Los Angeles,2,4,2,1675,8618,33.965529,-118.020551,1950,324012,96170,1,1,2,7,0,66457
12789328,Whittier,Los Angeles,2,2,2,1656,10082,33.966595,-118.015406,1954,566000,96170,1,0,2,4,1,66457
12789451,Whittier,Los Angeles,2,2,2,1828,12179,33.966898,-118.010902,1953,535000,96170,1,0,2,4,0,66457
12789574,Whittier,Los Angeles,2,2,2,1480,10504,33.962545,-118.015204,1953,269527,96170,1,0,2,4,0,66457
12789674,Whittier,Los Angeles,3,4,3,1938,20360,33.962126,-118.011213,1951,365346,96170,1,0,2,4,0,66457
12789797,Whittier,Los Angeles,2,4,2,2667,10915,33.960237,-118.01471,1951,440996,96173,1,1,2,7,0,66457
12789920,Whittier,Los Angeles,2,4,2,1845,6038,33.960654,-118.018928,1951,351670,96173,1,0,2,7,0,66457
12790279,Whittier,Los Angeles,2,5,2,2038,17029,33.951526,-118.006906,1951,733000,96173,1,0,2,7,0,66457
12790379,Whittier,Los Angeles,2,2,2,1955,28945,33.9538,-118.006071,1951,263190,96173,1,0,2,4,0,66457
12790502,Whittier,Los Angeles,4,7,4,4608,25246,33.955519,-118.003814,1923,236127,96173,1,0,7,7,0,66457
12791545,Whittier,Los Angeles,1,2,1,840,14148,33.941979,-118.015504,1956,309139,96172,1,0,7,7,0,66457
12791645,Whittier,Los Angeles,2,4,2,1615,8222,33.944933,-118.017746,1953,289963,96172,1,0,7,7,0,66457
12791837,Whittier,Los Angeles,3,4,3,2210,5789,33.94105,-118.016423,1982,284568,96172,1,1,2,4,0,66457
12792155,Whittier,Los Angeles,2,3,2,1305,7501,33.934333,-118.017928,1959,208930,96172,1,0,2,4,0,66457
12792178,Whittier,Los Angeles,2,2,2,1568,8183,33.934241,-118.016968,1954,216674,96172,1,1,2,7,0,66457
12792408,Whittier,Los Angeles,2,3,2,1985,10794,33.934443,-118.019243,1950,132302,96172,1,0,2,7,1,66457
12792508,Whittier,Los Angeles,2,3,2,1681,6607,33.930859,-118.023329,1953,216575,96172,1,0,2,7,0,66457
12792608,Whittier,Los Angeles,2,4,2,2078,9863,33.930099,-118.025802,1954,276643,96172,1,0,2,4,1,66457
12792654,Whittier,Los Angeles,2,3,2,1789,7445,33.928499,-118.022487,1958,135446,96172,1,0,2,7,1,66457
12792800,Whittier,Los Angeles,2,4,2,1610,14221,33.935802,-118.021387,1948,325362,96172,1,0,2,7,0,66457
12792823,Whittier,Los Angeles,1,3,1,1066,7368,33.935149,-118.023566,1951,411000,96172,1,0,7,7,1,66457
12792946,Whittier,Los Angeles,2,2,2,1498,10862,33.930711,-118.027463,1954,177703,96172,1,0,2,7,0,66457
12792969,Whittier,Los Angeles,2,3,2,1563,5432,33.929698,-118.029692,1955,398587,96172,1,0,2,7,0,66457
12793069,Whittier,Los Angeles,1,3,1,1242,6537,33.932837,-118.028945,1926,57271,96172,1,0,2,7,0,66457
12793169,Whittier,Los Angeles,2,3,2,1605,12125,33.934635,-118.024692,1949,246166,96172,1,1,2,7,0,66457
12793292,Whittier,Los Angeles,1,3,1,1008,8191,33.937695,-118.02841,1954,205043,96172,1,0,7,7,0,66457
12793315,Whittier,Los Angeles,1,3,1,1040,7597,33.9378,-118.03,1961,223606,96172,1,0,7,7,0,66457
12793499,Whittier,Los Angeles,2,3,2,1000,9459,33.934597,-118.029601,1953,404000,96172,1,0,7,7,0,66457
12793660,Whittier,Los Angeles,2,3,2,1645,6386,33.941886,-118.033108,1954,290556,96173,1,1,2,7,0,66457
12793760,Whittier,Los Angeles,4,6,4,2527,6265,33.944217,-118.029111,1950,367716,96173,1,1,2,4,0,66457
12794013,Whittier,Los Angeles,1,3,1,1038,6444,33.938059,-118.03196,1954,198337,96172,1,0,7,7,0,66457
12794036,Whittier,Los Angeles,1,3,1,1038,6583,33.938003,-118.032769,1954,346450,96172,1,0,7,7,0,66457
12794059,Whittier,Los Angeles,2,4,2,1361,6044,33.937112,-118.034109,1963,128117,96172,1,0,2,7,0,66457
12795393,Whittier,Los Angeles,2,4,2,1480,6130,33.9445,-118.04047,1965,78690,96173,1,0,2,7,0,66457
12795416,Whittier,Los Angeles,1,3,1,1146,6791,33.944714,-118.043628,1953,283909,96173,1,0,2,7,0,66457
12795631,Whittier,Los Angeles,3,4,3,2165,7009,33.946013,-118.024497,1951,421070,96172,1,0,7,7,0,66457
12795731,Whittier,Los Angeles,2,3,2,1345,6055,33.944648,-118.024319,1951,400851,96172,1,1,2,7,0,66457
12795823,Whittier,Los Angeles,2,4,2,1687,9792,33.949137,-118.023093,1951,91523,96171,1,0,7,7,1,66457
12795899,Whittier,Los Angeles,2,2,2,1146,6864,33.953887,-118.018652,1950,355334,96173,1,0,7,7,0,66457
12796222,Whittier,Los Angeles,1,2,1,1109,5912,33.949688,-118.021383,1950,61151,96171,1,0,7,7,0,66457
12796322,Whittier,Los Angeles,2,2,2,1376,6746,33.947728,-118.017349,1950,242772,96171,1,1,2,7,0,66457
12796445,Whittier,Los Angeles,2,3,2,1538,6443,33.95394,-118.028794,1950,373098,96173,1,0,7,7,0,66457
12796691,Whittier,Los Angeles,2,2,2,1316,6012,33.956248,-118.024394,1949,223199,96173,1,0,7,7,0,66457
12796783,Whittier,Los Angeles,1,2,1,806,7241,33.955436,-118.02269,1949,387000,96173,1,0,7,7,0,66457
12797213,Whittier,Los Angeles,2,4,2,1784,6835,33.948983,-118.028552,1952,74604,96173,1,0,7,7,0,66457
12797313,Whittier,Los Angeles,2,3,2,1063,7824,33.948172,-118.026083,1955,124988,96173,1,0,7,7,0,66457
12797404,Whittier,Los Angeles,1,3,1,1076,7048,33.951916,-118.027188,1951,69288,96173,1,0,7,7,0,66457
12797895,Whittier,Los Angeles,1,3,1,1118,6204,33.953314,-118.034925,1951,240437,96173,1,0,7,7,0,66457
12798524,Whittier,Los Angeles,2,3,2,1280,6633,33.959363,-118.028478,1941,345000,96173,1,0,7,7,0,66457
12798814,Whittier,Los Angeles,2,3,2,1470,9847,33.96393,-118.03979,1937,163114,96170,1,0,7,7,0,66457
12799266,Whittier,Los Angeles,2,4,2,1580,7870,33.960359,-118.037938,1950,277784,96170,1,0,7,7,0,66457
12799604,Whittier,Los Angeles,2,3,2,1490,7311,33.955829,-118.04466,1949,199146,96170,1,0,7,7,1,66457
12799704,Whittier,Los Angeles,1,3,1,1103,5580,33.956056,-118.043313,1948,232303,96170,1,0,7,7,0,66457
12799896,Whittier,Los Angeles,3,3,3,1979,2628,33.955855,-118.042419,1991,323880,96170,1,1,2,4,0,66457
12800123,Whittier,Los Angeles,2,3,2,1206,5824,33.949433,-118.052193,1953,65184,96173,1,0,2,7,0,66457
12800338,Whittier,Los Angeles,2,3,2,1269,6035,33.950734,-118.041178,1951,228675,96173,1,1,2,7,1,66457
12800461,Whittier,Los Angeles,1,3,1,1162,6005,33.948465,-118.042935,1951,239948,96173,1,0,7,7,1,66457
12801427,Whittier,Los Angeles,2,4,2,1389,4855,33.968767,-118.066593,1955,61224,96174,1,0,2,7,0,66457
12801519,Whittier,Los Angeles,2,3,2,1040,5354,33.96694,-118.069646,1956,132521,96174,1,0,7,7,0,66457
12801771,Whittier,Los Angeles,2,3,2,1503,5263,33.97122,-118.055957,1950,174758,96174,1,1,2,7,0,66457
12802132,Whittier,Los Angeles,2,3,2,1489,5466,33.970105,-118.05256,1949,432000,96174,1,1,2,7,0,66457
12802398,Whittier,Los Angeles,1,3,1,1138,6123,33.985853,-118.058499,1946,314517,96174,1,0,7,7,0,66457
12802582,Whittier,Los Angeles,1,3,1,1166,5773,33.984281,-118.061878,1949,52786,96174,1,0,7,7,0,66457
12802705,Whittier,Los Angeles,2,3,2,1334,5981,33.98125,-118.062307,1949,119069,96174,1,0,7,7,0,66457
12802728,Whittier,Los Angeles,2,3,2,1311,5495,33.979362,-118.057553,1950,134176,96174,1,0,7,7,0,66457
12803196,Whittier,Los Angeles,3,4,3,2285,7308,33.976512,-118.054947,1950,296155,96174,1,0,7,7,0,66457
12803296,Whittier,Los Angeles,1,1,1,695,6571,33.978602,-118.051891,1925,163921,96174,1,0,7,7,0,66457
12803357,Whittier,Los Angeles,1,3,1,1087,7207,33.974794,-118.068774,1948,422000,96174,1,0,7,7,0,66457
12803641,Whittier,Los Angeles,1,2,1,888,5650,33.979555,-118.064042,1950,277158,96174,1,0,7,7,0,66457
12803741,Whittier,Los Angeles,1,3,1,1276,6778,33.97831,-118.062335,1947,52180,96174,1,0,7,7,0,66457
12803841,Whittier,Los Angeles,2,4,2,1569,7146,33.976018,-118.06435,1947,150410,96174,1,1,2,7,0,66457
12803941,Whittier,Los Angeles,2,3,2,1204,5768,33.973519,-118.064159,1953,292522,96174,1,0,7,7,0,66457
12804102,Whittier,Los Angeles,2,4,2,1539,7056,33.973149,-118.06047,1951,153738,96174,1,0,7,7,0,66457
12804202,Whittier,Los Angeles,2,3,2,1621,5368,33.975558,-118.058122,1951,232489,96174,1,0,7,7,0,66457
12804302,Whittier,Los Angeles,1,3,1,1354,5337,33.973148,-118.057581,1951,54210,96174,1,0,7,7,0,66457
12804569,Whittier,Los Angeles,2,3,2,1440,7128,33.99006,-118.072137,1958,98664,96174,1,0,7,7,0,66457
12805152,Whittier,Los Angeles,2,4,2,1883,8535,33.985056,-118.066752,1951,390437,96174,1,0,7,7,0,66457
12805252,Whittier,Los Angeles,2,2,2,1468,11633,33.985437,-118.062895,1941,262551,96174,1,1,2,7,1,66457
12805352,Whittier,Los Angeles,2,4,2,1565,5013,33.986732,-118.061134,1944,382100,96174,1,0,7,7,0,66457
12805857,Whittier,Los Angeles,1,2,1,906,5630,33.97674,-118.073394,1949,309138,96174,1,0,7,7,0,66457
12805980,Whittier,Los Angeles,1,3,1,1063,5921,33.979218,-118.073279,1949,393000,96174,1,0,7,7,0,66457
12806479,Whittier,Los Angeles,1,3,1,1024,5554,33.970875,-118.083824,1952,50748,96174,1,0,7,7,0,66457
12806579,Whittier,Los Angeles,1,3,1,1040,6614,33.969856,-118.084313,1952,338797,96174,1,0,7,7,0,66457
12807191,Whittier,Los Angeles,2,3,2,1125,5771,33.968453,-118.073718,1954,347165,96174,1,0,2,7,1,66457
12807291,Whittier,Los Angeles,1,4,1,1154,5872,33.966665,-118.071881,1950,380000,96174,1,0,7,7,0,66457
12807391,Whittier,Los Angeles,2,3,2,1125,5550,33.965655,-118.074636,1954,290484,96174,1,0,2,7,0,66457
12807682,Whittier,Los Angeles,1,2,1,730,6996,33.960812,-118.070655,1953,40548,96174,1,0,7,7,0,66457
12807773,Whittier,Los Angeles,2,5,2,1869,6446,33.962108,-118.07088,1964,492322,96174,2,0,2,7,0,66457
12810075,Hacienda Heights,Los Angeles,2,4,2,1576,8509,33.992008,-117.96612,1962,76441,96489,1,0,2,7,0,78039
12810203,Hacienda Heights,Los Angeles,2,3,2,1908,16460,33.986592,-117.9691,1965,323190,96489,1,0,2,4,0,78039
12810326,Hacienda Heights,Los Angeles,2,3,2,1850,8046,33.986516,-117.965853,1961,311112,96489,1,0,2,4,0,78039
12810495,Hacienda Heights,Los Angeles,2,4,2,2328,10947,33.98242,-117.967315,1961,601787,96489,1,0,2,4,0,78039
12810595,Hacienda Heights,Los Angeles,3,3,3,2037,13179,33.984585,-117.962621,1983,318447,96489,1,1,2,4,0,78039
12810964,Hacienda Heights,Los Angeles,3,3,3,2044,13369,33.990691,-117.952841,1964,453049,96489,1,0,2,4,0,78039
12811064,Hacienda Heights,Los Angeles,2,3,2,1400,10044,33.99175,-117.956918,1963,80993,96489,1,0,2,7,0,78039
12811164,Hacienda Heights,Los Angeles,3,4,3,2280,11786,33.991998,-117.957582,1969,103177,96489,1,0,2,4,0,78039
12811310,Hacienda Heights,Los Angeles,3,3,3,2140,8396,33.98891,-117.957621,1965,417181,96489,1,0,2,7,0,78039
12811410,Hacienda Heights,Los Angeles,2,4,2,2049,10559,33.986368,-117.960093,1963,277682,96489,1,0,2,7,0,78039
12812669,Hacienda Heights,Los Angeles,2,3,2,1098,331970,33.9985,-117.941,1974,335000,96489,1,1,2,4,1,78039
12812792,Hacienda Heights,Los Angeles,2,2,2,954,559685,33.999,-117.943,1972,113471,96489,1,1,2,4,1,78039
12812892,Hacienda Heights,Los Angeles,2,2,2,980,559685,33.999,-117.943,1972,303000,96489,1,1,2,4,1,78039
12813430,Hacienda Heights,Los Angeles,3,4,3,2125,5358,33.989756,-117.947018,1972,537012,96489,1,0,2,7,1,78039
12813576,Hacienda Heights,Los Angeles,2,2,2,860,112066,33.992351,-117.943635,1987,356992,96489,1,1,2,4,0,78039
12814630,Hacienda Heights,Los Angeles,2,3,2,1604,6373,33.991752,-117.934192,1968,379107,96489,1,0,2,4,0,78039
12815475,Hacienda Heights,Los Angeles,3,4,3,2306,19170,34.011037,-117.99176,1959,105830,96489,1,0,2,4,0,78039
12815498,Hacienda Heights,Los Angeles,2,3,2,1645,15093,34.011866,-117.990585,1957,128849,96489,1,0,2,7,1,78039
12815621,Hacienda Heights,Los Angeles,3,4,3,2760,13764,34.008629,-117.994418,1965,470604,96489,1,1,2,4,1,78039
12817825,Hacienda Heights,Los Angeles,2,2,2,1470,2476,33.995698,-117.969532,1979,332945,96489,1,1,2,4,0,78039
12818161,Hacienda Heights,Los Angeles,2,3,2,1512,9065,34.016926,-117.976364,1948,183738,96489,1,0,7,7,0,78039
12818184,Hacienda Heights,Los Angeles,2,3,2,1600,6427,34.016198,-117.97601,1927,356992,96489,1,0,2,7,0,78039
12818468,Hacienda Heights,Los Angeles,2,3,2,1317,6148,34.020711,-117.983937,1956,180071,96489,1,0,2,7,0,78039
12818568,Hacienda Heights,Los Angeles,2,4,2,1450,6391,34.020256,-117.98615,1955,213554,96489,1,0,2,7,1,78039
12818760,Hacienda Heights,Los Angeles,2,3,2,1814,9677,34.016285,-117.978915,1954,100736,96489,1,0,2,7,0,78039
12818906,Hacienda Heights,Los Angeles,2,4,2,1305,5970,34.01572,-117.981832,1958,176542,96489,1,0,2,7,0,78039
12819052,Hacienda Heights,Los Angeles,1,2,1,843,8634,34.0198,-117.979233,1952,321451,96489,1,0,7,7,1,78039
12819725,Hacienda Heights,Los Angeles,2,2,2,920,190647,34.012,-117.977,1984,207869,96489,1,1,2,7,0,78039
12819748,Hacienda Heights,Los Angeles,1,2,1,1061,19391,34.006437,-117.966121,1923,288654,96489,1,0,7,7,0,78039
12820009,Hacienda Heights,Los Angeles,2,3,2,1657,7725,33.998272,-117.971289,1959,135007,96489,1,1,2,4,0,78039
12820032,Hacienda Heights,Los Angeles,1,3,1,1014,6034,33.999449,-117.969643,1958,240372,96489,1,0,7,7,0,78039
12820324,Hacienda Heights,Los Angeles,1,3,1,940,7006,34.004098,-117.966041,1957,234518,96489,1,0,7,7,0,78039
12820470,Hacienda Heights,Los Angeles,2,3,2,1564,10678,34.010377,-117.979539,1964,488226,96489,1,1,2,7,0,78039
12820616,Hacienda Heights,Los Angeles,2,5,2,1860,9420,34.011032,-117.985261,1959,477939,96489,1,1,2,4,1,78039
12820739,Hacienda Heights,Los Angeles,3,3,3,2151,10223,34.013639,-117.989646,1962,104604,96489,1,0,2,4,0,78039
12820839,Hacienda Heights,Los Angeles,3,4,3,2407,9641,34.014972,-117.991371,1964,396671,96489,1,0,2,4,1,78039
12821008,Hacienda Heights,Los Angeles,3,3,3,2144,9063,34.018697,-117.990382,1962,263065,96489,1,0,2,4,1,78039
12821368,Hacienda Heights,Los Angeles,6,6,6,5675,43979,33.998508,-117.985402,2003,1107602,96489,1,1,2,1,0,78039
12821512,Hacienda Heights,Los Angeles,5,4,5,2457,33370,33.998261,-117.994639,1934,466162,96489,1,1,2,4,1,78039
