,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
1525,1600000US0449360,region.place,2013,53770.0,41013.0,60350.0,46043.0,43474.0,68322.0,88771.0,41942.0,23977.0,44657.0,1.7,8.7,0.9,9.6,20.4,19.2,9.9,12.2,17.4,New River,AZ
1527,1600000US0424895,region.place,2013,32305.0,20925.0,47964.0,25229.0,22888.0,40241.0,61964.0,25637.0,9704.0,30869.0,11.5,12.6,0.8,20.5,23.0,13.0,2.8,9.5,6.3,Fort Mohave,AZ
1530,1600000US0452930,region.place,2013,73617.0,47083.0,150206.0,100758.0,72068.0,89417.0,146591.0,27667.0,14572.0,36724.0,0.6,6.3,0.4,5.5,5.7,9.2,6.6,8.8,56.9,Paradise Valley,AZ
1531,1600000US0479830,region.place,2013,36553.0,25955.0,43442.0,28063.0,27202.0,41803.0,42130.0,29665.0,12134.0,33618.0,6.9,9.4,1.4,24.0,29.3,10.0,4.0,11.8,3.2,Verde Village,AZ
1536,1600000US0409690,region.place,2013,27265.0,16897.0,38398.0,23267.0,20747.0,42235.0,46467.0,18937.0,18612.0,27400.0,3.1,19.6,2.4,25.2,24.6,7.2,8.8,8.0,1.1,Camp Verde,AZ
1550,1600000US0411160,region.place,2013,30366.0,20094.0,47183.0,36042.0,26225.0,32885.0,37308.0,29035.0,25345.0,28561.0,3.8,7.9,2.0,24.5,23.7,20.1,3.6,13.0,1.4,Catalina,AZ
1551,1600000US0428030,region.place,2013,24926.0,18977.0,42872.0,28958.0,23874.0,48380.0,46225.0,25187.0,9606.0,32132.0,8.1,17.9,4.6,16.3,17.5,16.7,9.1,3.2,6.6,Globe,AZ
1559,1600000US0485400,region.place,2013,34940.0,22054.0,42262.0,31629.0,26625.0,27483.0,54730.0,31563.0,20762.0,28872.0,4.0,18.0,3.6,18.3,22.0,17.1,7.4,4.0,5.6,Youngtown,AZ
1565,1600000US0404880,region.place,2013,39866.0,20056.0,50798.0,40769.0,31750.0,49091.0,50833.0,25223.0,16708.0,38717.0,3.2,13.3,0.5,14.3,27.9,22.4,2.3,9.7,6.4,Avra Valley,AZ
1575,1600000US0473420,region.place,2013,32885.0,11420.0,51750.0,35337.0,20848.0,26458.0,42431.0,32054.0,32500.0,31938.0,4.6,13.6,4.3,9.8,27.4,11.3,10.4,12.0,6.6,Thatcher,AZ
1578,1600000US0412770,region.place,2013,34509.0,31250.0,46441.0,45091.0,34057.0,49306.0,58125.0,25800.0,32500.0,30233.0,8.5,9.7,0.3,24.6,26.1,12.3,4.7,3.6,10.2,Chinle,AZ
1583,1600000US0455980,region.place,2013,32321.0,20972.0,52147.0,33143.0,26719.0,40260.0,68083.0,16277.0,38105.0,25000.0,10.7,15.1,3.2,13.4,8.6,15.2,11.5,7.2,15.1,Pinetop-Lakeside,AZ
1589,1600000US0419145,region.place,2013,29333.0,17375.0,35353.0,23783.0,20748.0,35260.0,4875.0,18512.0,16549.0,24167.0,6.7,14.4,4.5,25.8,25.9,6.3,2.8,3.0,10.6,Dewey-Humboldt,AZ
1600,1600000US0411720,region.place,2013,28295.0,25057.0,60368.0,40506.0,27817.0,29568.0,21368.0,70333.0,32321.0,44650.0,4.8,17.0,3.1,21.4,15.7,15.0,6.1,10.0,6.9,Central Heights-Midland City,AZ
1632,1600000US0442660,region.place,2013,30000.0,21058.0,35300.0,26923.0,25284.0,36736.0,36000.0,28571.0,11250.0,22337.0,8.1,17.9,9.4,19.5,26.3,12.0,2.6,1.3,2.9,Lukachukai,AZ
1641,1600000US0459760,region.place,2013,36094.0,21739.0,45402.0,45338.0,39605.0,42569.0,55391.0,38056.0,33125.0,42604.0,1.0,12.8,2.6,14.3,36.1,20.7,1.1,9.8,1.6,Red Rock,AZ
1646,1600000US0474400,region.place,2013,27125.0,15739.0,35417.0,14325.0,14778.0,44271.0,47031.0,14281.0,13281.0,15463.0,15.8,19.5,6.5,14.0,24.7,4.5,7.2,2.7,5.1,Tombstone,AZ
1932,1600000US0667000,region.place,2013,59182.0,40343.0,68782.0,50272.0,45089.0,62726.0,85317.0,26515.0,19651.0,36953.0,2.2,8.1,1.3,9.7,15.3,14.6,6.4,14.2,28.2,San Francisco,CA
1936,1600000US0653000,region.place,2013,50940.0,30877.0,50651.0,33312.0,32013.0,51331.0,70964.0,24028.0,18888.0,33113.0,3.5,12.8,1.8,13.2,17.6,15.1,6.6,11.4,18.0,Oakland,CA
1937,1600000US0603526,region.place,2013,36754.0,22120.0,49884.0,35408.0,28472.0,58317.0,73027.0,28089.0,19130.0,36899.0,5.7,15.6,2.4,15.2,17.5,14.6,6.4,11.0,11.6,Bakersfield,CA
1939,1600000US0669000,region.place,2013,27224.0,18377.0,29457.0,23896.0,21432.0,44117.0,60389.0,23957.0,19667.0,31227.0,9.2,28.5,2.8,21.8,17.1,9.6,3.1,3.9,4.0,Santa Ana,CA
1940,1600000US0662000,region.place,2013,38013.0,22057.0,43974.0,30728.0,26470.0,51211.0,70211.0,28909.0,21241.0,35271.0,4.8,16.3,2.2,17.5,19.0,14.0,6.0,9.8,10.4,Riverside,CA
1941,1600000US0675000,region.place,2013,38603.0,21862.0,42474.0,27875.0,25420.0,50597.0,71268.0,26142.0,17144.0,33701.0,4.6,16.4,2.0,18.8,20.2,14.7,6.0,9.1,8.2,Stockton,CA
1942,1600000US0613392,region.place,2013,42175.0,26896.0,52512.0,40658.0,33737.0,52908.0,66345.0,31372.0,22082.0,37945.0,3.1,12.8,1.5,14.0,21.5,16.6,7.4,12.6,10.5,Chula Vista,CA
1950,1600000US0630000,region.place,2013,45043.0,28076.0,49563.0,33490.0,31050.0,47862.0,64630.0,24167.0,18224.0,30163.0,4.3,14.3,2.1,13.6,18.0,13.8,6.0,12.1,15.8,Glendale,CA
1953,1600000US0629000,region.place,2013,35584.0,22707.0,41109.0,30587.0,26714.0,44787.0,63577.0,28193.0,20067.0,36499.0,5.0,17.9,2.6,18.6,21.5,14.1,4.7,8.9,6.7,Garden Grove,CA
1955,1600000US0670098,region.place,2013,44813.0,27640.0,51117.0,32992.0,30672.0,53342.0,71843.0,28924.0,21610.0,36908.0,3.7,12.3,1.4,14.3,20.3,16.5,6.9,11.3,13.3,Santa Rosa,CA
1957,1600000US0653896,region.place,2013,33905.0,21425.0,40317.0,28458.0,25111.0,46912.0,62500.0,26554.0,21315.0,34890.0,4.6,21.7,1.3,17.9,22.0,14.8,4.9,7.7,5.1,Ontario,CA
1959,1600000US0622020,region.place,2013,51882.0,36534.0,60688.0,45977.0,41694.0,60252.0,75104.0,31440.0,20692.0,43638.0,2.5,7.4,1.8,11.5,19.3,17.9,9.8,15.6,14.2,Elk Grove,CA
1961,1600000US0655156,region.place,2013,38304.0,22466.0,47910.0,32599.0,27636.0,51157.0,80837.0,28553.0,21438.0,38960.0,3.9,16.3,2.1,16.0,19.8,15.2,5.9,11.0,9.8,Palmdale,CA
1965,1600000US0680000,region.place,2013,53642.0,37313.0,67012.0,52820.0,44689.0,61213.0,78227.0,32500.0,21104.0,42672.0,2.3,7.6,1.4,9.5,17.2,15.8,7.5,17.1,21.6,Torrance,CA
1968,1600000US0656000,region.place,2013,53319.0,36743.0,58851.0,42289.0,39824.0,60229.0,80440.0,25221.0,17010.0,36291.0,4.0,11.1,1.4,12.7,14.3,14.0,6.1,12.0,24.4,Pasadena,CA
1974,1600000US0672016,region.place,2013,51158.0,32847.0,66956.0,50386.0,41834.0,64497.0,81923.0,35494.0,20319.0,47720.0,2.5,7.9,1.6,10.7,17.0,15.8,8.1,14.1,22.3,Simi Valley,CA
1976,1600000US0662938,region.place,2013,50131.0,34106.0,64976.0,50234.0,40965.0,64026.0,79298.0,32284.0,23011.0,42156.0,2.6,9.0,1.2,11.1,17.2,16.6,7.5,14.4,20.4,Roseville,CA
1977,1600000US0669084,region.place,2013,57919.0,36448.0,87620.0,62168.0,48376.0,73120.0,101986.0,29823.0,25074.0,41699.0,1.9,6.1,1.1,9.4,12.2,12.8,6.7,15.5,34.3,Santa Clara,CA
1981,1600000US0606000,region.place,2013,59619.0,26727.0,68097.0,38258.0,31882.0,44255.0,61832.0,26093.0,20813.0,31613.0,1.8,5.3,1.4,11.1,16.9,14.0,7.6,13.8,28.1,Berkeley,CA
1982,1600000US0619766,region.place,2013,38885.0,26221.0,42778.0,34337.0,30595.0,48461.0,75326.0,30874.0,24059.0,37921.0,3.3,17.4,1.1,17.8,23.0,15.2,5.0,9.9,7.3,Downey,CA
1985,1600000US0665042,region.place,2013,47254.0,30530.0,58367.0,41091.0,35448.0,54138.0,75069.0,27237.0,22101.0,39424.0,2.9,12.2,1.4,12.2,17.9,15.4,7.0,14.9,16.1,San Buenaventura,CA
1986,1600000US0611194,region.place,2013,56758.0,33973.0,83120.0,60611.0,46836.0,65425.0,85776.0,30806.0,22893.0,38154.0,1.2,6.1,1.7,10.1,14.3,13.3,5.8,15.4,32.1,Carlsbad,CA
1997,1600000US0660466,region.place,2013,31306.0,18149.0,36898.0,26905.0,23111.0,40989.0,67852.0,26936.0,21862.0,30054.0,5.8,20.6,1.9,22.8,20.1,13.5,4.8,6.6,3.9,Rialto,CA
2003,1600000US0682996,region.place,2013,32862.0,24063.0,37621.0,30412.0,27994.0,48658.0,60967.0,28614.0,22586.0,34719.0,2.9,18.5,1.1,27.2,21.5,10.0,3.9,8.3,6.6,Vista,CA
2005,1600000US0648256,region.place,2013,56633.0,36769.0,79571.0,60783.0,47719.0,72128.0,90733.0,32270.0,23656.0,48682.0,1.7,5.7,1.5,8.1,15.1,14.3,7.8,16.2,29.6,Mission Viejo,CA
2008,1600000US0602553,region.place,2013,46119.0,26415.0,52439.0,31923.0,29655.0,51041.0,75938.0,26567.0,14405.0,30867.0,3.6,11.7,2.2,13.6,19.8,15.0,6.7,12.6,14.8,Arden-Arcade,CA
2010,1600000US0670000,region.place,2013,65571.0,44215.0,80747.0,61351.0,51738.0,58609.0,81382.0,33329.0,19950.0,39842.0,2.0,4.0,1.1,6.2,14.2,15.7,7.5,14.8,34.5,Santa Monica,CA
2015,1600000US0668084,region.place,2013,46098.0,31435.0,50755.0,37556.0,34627.0,52107.0,68698.0,31529.0,22873.0,41068.0,3.1,11.9,1.5,14.6,20.4,17.4,8.6,11.6,10.9,San Leandro,CA
2016,1600000US0651182,region.place,2013,63323.0,43566.0,104657.0,79003.0,58932.0,68408.0,109052.0,42258.0,20264.0,45018.0,1.5,4.7,0.7,6.2,9.7,13.8,7.2,12.7,43.5,Newport Beach,CA
2020,1600000US0613588,region.place,2013,39852.0,26451.0,47460.0,30744.0,28559.0,46950.0,53448.0,27380.0,20717.0,34111.0,3.0,15.5,1.6,17.1,22.5,17.2,7.4,9.6,6.1,Citrus Heights,CA
2021,1600000US0600884,region.place,2013,40676.0,28517.0,44107.0,32359.0,30441.0,48917.0,62200.0,25344.0,16331.0,34771.0,4.7,16.3,2.2,16.4,19.0,14.7,6.5,10.9,9.3,Alhambra,CA
2022,1600000US0680238,region.place,2013,45527.0,26398.0,59071.0,44242.0,36511.0,54402.0,84178.0,37525.0,26875.0,45864.0,2.2,10.0,0.8,13.2,19.1,17.7,7.1,14.0,15.9,Tracy,CA
2024,1600000US0608786,region.place,2013,41706.0,27922.0,46621.0,32462.0,30917.0,49582.0,70387.0,27488.0,19837.0,37009.0,4.7,14.9,1.8,15.7,20.3,14.4,7.1,11.6,9.5,Buena Park,CA
2025,1600000US0639892,region.place,2013,46896.0,34703.0,58802.0,44757.0,40556.0,60212.0,72414.0,35603.0,23466.0,44693.0,2.8,10.4,1.1,13.1,19.5,15.0,9.2,16.5,12.4,Lakewood,CA
2035,1600000US0680854,region.place,2013,46959.0,28963.0,51752.0,39180.0,34240.0,65641.0,81756.0,28676.0,18784.0,37488.0,4.9,14.8,1.5,12.6,16.2,12.6,5.6,13.1,18.7,Tustin,CA
2036,1600000US0603666,region.place,2013,30341.0,19853.0,34362.0,25903.0,22731.0,39774.0,50167.0,26202.0,21524.0,29627.0,4.9,25.5,2.6,20.5,23.0,13.0,2.8,4.7,3.0,Baldwin Park,CA
2041,1600000US0668378,region.place,2013,74112.0,51661.0,111791.0,99246.0,72290.0,86980.0,110963.0,41575.0,18706.0,51641.0,0.5,3.0,0.6,4.3,9.0,10.8,6.0,16.2,49.6,San Ramon,CA
2042,1600000US0624638,region.place,2013,64313.0,39900.0,87481.0,73835.0,57224.0,76933.0,92531.0,31065.0,24028.0,48938.0,1.1,5.6,0.8,6.1,11.5,13.3,7.2,22.5,31.9,Folsom,CA
2043,1600000US0657792,region.place,2013,66917.0,41362.0,106563.0,83054.0,62075.0,85730.0,107760.0,38424.0,19994.0,50209.0,1.6,5.6,1.4,4.7,10.1,10.4,6.4,15.3,44.5,Pleasanton,CA
2044,1600000US0681204,region.place,2013,51490.0,37917.0,57339.0,44973.0,41992.0,60795.0,87144.0,32454.0,25152.0,42695.0,1.2,9.2,0.6,10.2,21.1,19.2,6.5,15.1,16.9,Union City,CA
2052,1600000US0660018,region.place,2013,68122.0,48469.0,91816.0,74947.0,59996.0,71606.0,92327.0,39688.0,16285.0,47590.0,1.4,5.3,0.8,5.9,10.9,14.0,8.4,17.1,36.2,Redondo Beach,CA
2056,1600000US0686832,region.place,2013,65059.0,41224.0,86534.0,68785.0,53686.0,75156.0,91918.0,42492.0,19050.0,48211.0,0.8,5.5,0.8,6.6,12.4,13.8,6.0,18.3,35.8,Yorba Linda,CA
2057,1600000US0655282,region.place,2013,87315.0,56448.0,130074.0,100140.0,75415.0,74702.0,105896.0,27313.0,21028.0,39919.0,0.7,3.0,0.8,4.8,7.6,9.6,5.2,11.3,57.0,Palo Alto,CA
2058,1600000US0683346,region.place,2013,68507.0,43693.0,94340.0,69982.0,54445.0,66267.0,91074.0,27233.0,17227.0,41956.0,1.1,5.7,1.7,6.9,10.7,12.0,7.4,15.6,38.9,Walnut Creek,CA
2059,1600000US0686972,region.place,2013,36833.0,21835.0,44457.0,29672.0,25621.0,53640.0,72278.0,25713.0,17045.0,33892.0,5.3,14.9,2.4,17.3,21.7,12.7,7.1,10.4,8.2,Yuba City,CA
2062,1600000US0665084,region.place,2013,53268.0,30985.0,88381.0,62888.0,44592.0,68986.0,91173.0,34231.0,20991.0,42832.0,3.3,8.5,1.4,8.7,11.9,11.7,5.1,14.6,34.8,San Clemente,CA
2065,1600000US0648816,region.place,2013,35284.0,26183.0,35882.0,30114.0,28233.0,45771.0,67708.0,28695.0,21100.0,35520.0,5.0,23.5,1.8,18.5,22.0,12.4,5.0,6.5,5.3,Montebello,CA
2070,1600000US0611390,region.place,2013,45357.0,29714.0,56522.0,35979.0,31734.0,50631.0,74059.0,26311.0,21413.0,33244.0,3.5,11.3,1.1,15.1,17.4,17.0,8.2,11.6,14.8,Carmichael,CA
2071,1600000US0611964,region.place,2013,55505.0,41949.0,71052.0,53059.0,46461.0,71679.0,90233.0,39599.0,20455.0,47180.0,1.7,5.5,1.5,10.1,16.9,15.8,6.8,17.1,24.6,Castro Valley,CA
2072,1600000US0669112,region.place,2013,47530.0,17467.0,52622.0,27440.0,22317.0,43414.0,53542.0,30146.0,17150.0,33617.0,4.9,9.1,2.0,15.8,18.8,13.4,6.4,10.1,19.5,Santa Cruz,CA
2075,1600000US0622678,region.place,2013,58492.0,32219.0,81669.0,55556.0,42759.0,58733.0,86340.0,26184.0,23108.0,34701.0,1.7,8.7,2.2,11.1,11.7,12.1,6.6,14.0,31.9,Encinitas,CA
2082,1600000US0656784,region.place,2013,51161.0,33023.0,64938.0,44427.0,38865.0,55743.0,66047.0,34446.0,24323.0,42304.0,2.4,9.9,1.5,11.0,16.4,15.1,8.3,14.1,21.3,Petaluma,CA
2084,1600000US0662364,region.place,2013,49928.0,30007.0,73787.0,56898.0,41450.0,65022.0,78137.0,36085.0,25129.0,39991.0,1.8,5.8,1.4,12.1,16.6,15.0,7.5,16.4,23.4,Rocklin,CA
2085,1600000US0640004,region.place,2013,43183.0,27157.0,52466.0,38246.0,32211.0,47919.0,68462.0,30236.0,27763.0,34853.0,1.9,12.6,2.0,13.8,21.7,15.6,7.5,13.4,11.5,La Mesa,CA
2096,1600000US0662896,region.place,2013,31572.0,20663.0,32632.0,26936.0,24091.0,44364.0,54185.0,22693.0,16214.0,32016.0,8.2,23.4,3.1,20.7,18.5,12.2,3.8,6.9,3.2,Rosemead,CA
2099,1600000US0652582,region.place,2013,52895.0,31865.0,72409.0,49392.0,39838.0,60632.0,78009.0,28063.0,21543.0,38194.0,2.1,9.1,1.8,10.8,14.6,15.3,5.7,11.3,29.3,Novato,CA
2102,1600000US0612048,region.place,2013,29359.0,20764.0,33674.0,24777.0,22442.0,41952.0,66250.0,25085.0,17973.0,30790.0,6.6,25.5,2.5,20.2,19.7,9.5,4.5,5.2,6.3,Cathedral City,CA
2103,1600000US0687042,region.place,2013,45974.0,28530.0,52917.0,37828.0,32934.0,54243.0,69071.0,30817.0,14575.0,36952.0,3.8,10.0,0.7,14.6,22.2,14.5,6.7,14.6,12.9,Yucaipa,CA
2107,1600000US0630014,region.place,2013,46136.0,28403.0,64769.0,47037.0,38422.0,59224.0,75154.0,27087.0,24929.0,42162.0,2.9,7.4,1.2,14.4,17.6,15.0,7.5,14.9,19.1,Glendora,CA
2110,1600000US0612552,region.place,2013,52475.0,40549.0,65474.0,49300.0,44335.0,55000.0,76384.0,30141.0,27324.0,42741.0,1.9,9.8,1.2,10.5,17.0,15.2,7.4,16.6,20.4,Cerritos,CA
2113,1600000US0600947,region.place,2013,65091.0,44757.0,80949.0,69581.0,56778.0,76319.0,86162.0,42140.0,17482.0,52721.0,1.4,7.6,0.9,6.0,11.6,14.0,9.8,19.7,29.0,Aliso Viejo,CA
2114,1600000US0640032,region.place,2013,50520.0,28453.0,60253.0,45187.0,36738.0,57845.0,70640.0,36357.0,20645.0,45307.0,1.7,10.1,1.8,12.6,16.3,21.2,7.0,14.8,14.5,La Mirada,CA
2116,1600000US0617750,region.place,2013,53022.0,35568.0,65197.0,47715.0,41200.0,60836.0,75216.0,31963.0,21851.0,44841.0,2.5,8.0,0.6,11.5,16.4,16.8,9.5,14.4,20.3,Cypress,CA
2118,1600000US0616742,region.place,2013,42472.0,28269.0,54916.0,38667.0,32477.0,51112.0,76362.0,30656.0,22237.0,40208.0,2.9,12.7,1.5,16.2,17.2,18.0,7.7,14.2,9.6,Covina,CA
2119,1600000US0620018,region.place,2013,67064.0,42440.0,95620.0,73672.0,60283.0,77480.0,106229.0,31442.0,19940.0,50802.0,1.2,3.0,1.5,6.5,11.5,12.8,8.3,19.5,35.7,Dublin,CA
2125,1600000US0601290,region.place,2013,54057.0,34315.0,62727.0,45405.0,40424.0,61412.0,83144.0,26762.0,18991.0,35026.0,4.4,7.7,2.2,12.9,15.2,13.3,7.0,11.9,25.4,Altadena,CA
2128,1600000US0621880,region.place,2013,66391.0,40475.0,100823.0,82838.0,60774.0,86410.0,103516.0,37826.0,12421.0,45409.0,1.8,4.9,1.1,7.9,7.6,10.3,5.6,18.6,42.2,El Dorado Hills,CA
2131,1600000US0621782,region.place,2013,36794.0,19871.0,47471.0,27578.0,23910.0,51319.0,69175.0,26776.0,13847.0,31719.0,5.5,13.8,3.8,15.8,20.6,15.6,8.0,9.1,7.8,El Centro,CA
2134,1600000US0604996,region.place,2013,19868.0,15193.0,26573.0,21865.0,19065.0,36726.0,31944.0,25514.0,17534.0,24894.0,13.2,34.5,2.2,20.3,17.2,7.1,2.0,2.6,0.9,Bell Gardens,CA
2135,1600000US0659514,region.place,2013,71582.0,44609.0,109214.0,91257.0,63614.0,62616.0,103156.0,36741.0,49120.0,56724.0,1.1,4.4,0.6,4.6,11.3,11.0,6.1,14.5,46.4,Rancho Palos Verdes,CA
2141,1600000US0610345,region.place,2013,60187.0,42462.0,71815.0,57030.0,48906.0,78114.0,96446.0,28690.0,26425.0,42647.0,2.9,8.1,1.4,10.6,13.4,13.1,8.0,14.4,28.1,Campbell,CA
2149,1600000US0654806,region.place,2013,62889.0,46225.0,66516.0,52784.0,50267.0,64249.0,90291.0,42775.0,21569.0,50092.0,2.2,5.2,0.9,11.2,14.0,16.5,7.2,16.3,26.5,Pacifica,CA
2152,1600000US0646114,region.place,2013,60043.0,40340.0,70730.0,53954.0,45518.0,63880.0,86715.0,36926.0,31303.0,49902.0,0.9,5.8,1.2,7.8,16.6,17.1,8.3,17.9,24.4,Martinez,CA
2153,1600000US0653070,region.place,2013,47933.0,28727.0,60752.0,43681.0,35531.0,67465.0,68438.0,36321.0,26187.0,48614.0,3.4,8.5,1.6,11.8,17.9,17.2,9.0,16.3,14.3,Oakley,CA
2160,1600000US0613756,region.place,2013,58400.0,25454.0,84491.0,49943.0,33427.0,54480.0,78951.0,26533.0,21563.0,34191.0,1.8,7.4,1.7,9.1,12.9,10.3,5.8,15.9,35.1,Claremont,CA
2162,1600000US0684410,region.place,2013,52376.0,37169.0,64298.0,45757.0,42002.0,50101.0,76185.0,32522.0,15938.0,34609.0,2.5,5.8,1.0,13.0,17.9,14.1,6.1,16.6,23.0,West Hollywood,CA
2164,1600000US0606308,region.place,2013,60891.0,35167.0,86356.0,72806.0,53261.0,64219.0,81832.0,35466.0,19384.0,44399.0,2.1,6.4,1.5,5.0,12.2,14.6,7.6,14.4,36.2,Beverly Hills,CA
2166,1600000US0617946,region.place,2013,52305.0,32740.0,72290.0,50827.0,42986.0,60919.0,85783.0,28010.0,15909.0,41575.0,3.2,9.4,1.1,9.3,15.6,12.9,5.2,12.8,30.5,Dana Point,CA
2168,1600000US0657764,region.place,2013,58462.0,37847.0,85633.0,55601.0,45809.0,65362.0,81675.0,31902.0,26947.0,43563.0,0.8,4.8,0.9,7.9,15.5,15.5,7.6,15.2,31.8,Pleasant Hill,CA
2175,1600000US0623294,region.place,2013,59184.0,35056.0,71842.0,46431.0,39392.0,59479.0,80798.0,22650.0,19070.0,43112.0,2.2,9.4,1.6,8.1,15.2,11.7,8.1,17.6,26.1,Fair Oaks,CA
2179,1600000US0625338,region.place,2013,80520.0,57755.0,105449.0,86925.0,70733.0,77806.0,106953.0,32115.0,34655.0,49474.0,0.9,2.4,1.2,7.1,9.3,8.4,6.9,16.8,47.0,Foster City,CA
2180,1600000US0639220,region.place,2013,53822.0,30000.0,72523.0,52581.0,40832.0,60602.0,93378.0,30375.0,26754.0,44676.0,2.1,9.6,1.2,10.7,13.0,15.3,6.6,14.1,27.4,Laguna Hills,CA
2187,1600000US0644112,region.place,2013,80000.0,52113.0,130313.0,106102.0,77404.0,92543.0,109096.0,40399.0,31680.0,44531.0,1.0,3.0,0.7,5.3,7.8,7.4,6.2,14.6,54.0,Los Gatos,CA
2189,1600000US0683332,region.place,2013,50563.0,36864.0,63778.0,49257.0,42854.0,54342.0,81854.0,28775.0,20679.0,40254.0,3.0,7.7,1.9,12.5,16.4,15.4,5.6,15.5,22.0,Walnut,CA
2190,1600000US0643280,region.place,2013,112742.0,63373.0,163184.0,133116.0,101270.0,100654.0,133082.0,44531.0,31161.0,44155.0,0.7,1.0,1.2,3.6,5.3,4.7,2.0,10.6,70.9,Los Altos,CA
2193,1600000US0609066,region.place,2013,69043.0,43701.0,91224.0,63368.0,51738.0,64651.0,113750.0,30991.0,27527.0,44347.0,1.4,4.8,1.7,6.0,15.0,12.1,6.9,13.7,38.4,Burlingame,CA
2195,1600000US0603064,region.place,2013,45078.0,30449.0,55185.0,46171.0,38600.0,54030.0,73438.0,31658.0,18470.0,39711.0,2.9,7.3,1.3,12.3,22.9,18.5,7.9,12.3,14.6,Atascadero,CA
2203,1600000US0618996,region.place,2013,27573.0,19059.0,33784.0,27279.0,24224.0,32882.0,46705.0,27866.0,20596.0,29169.0,6.0,19.3,5.3,28.5,16.3,9.3,6.8,6.6,1.9,Desert Hot Springs,CA
2205,1600000US0623042,region.place,2013,33925.0,20982.0,36649.0,23541.0,22332.0,33162.0,36336.0,25157.0,23338.0,25075.0,7.8,20.1,2.5,19.5,22.7,13.6,3.9,6.6,3.3,Eureka,CA
2209,1600000US0605108,region.place,2013,80006.0,50607.0,92034.0,66331.0,58656.0,74752.0,104667.0,32279.0,23472.0,46748.0,1.6,6.2,1.4,7.4,11.3,9.8,4.5,17.2,40.6,Belmont,CA
2213,1600000US0683542,region.place,2013,24504.0,14858.0,35451.0,18918.0,17147.0,48964.0,53295.0,22090.0,15604.0,25625.0,6.5,26.0,5.7,20.5,19.3,14.3,2.8,1.9,3.0,Wasco,CA
2214,1600000US0641124,region.place,2013,36783.0,26258.0,44882.0,37374.0,31296.0,41567.0,58429.0,34757.0,17851.0,37574.0,4.6,13.0,0.4,20.2,24.0,19.6,6.0,9.1,3.1,Lemon Grove,CA
2216,1600000US0680994,region.place,2013,36970.0,21775.0,27992.0,26700.0,25961.0,50410.0,64902.0,30659.0,30076.0,36721.0,1.6,32.3,0.3,26.9,16.2,10.8,5.3,5.4,1.2,Twentynine Palms,CA
2221,1600000US0636868,region.place,2013,22278.0,3848.0,25863.0,4305.0,4072.0,21295.0,25806.0,11964.0,21835.0,9722.0,9.6,35.8,5.7,22.5,12.4,3.4,2.1,5.3,3.2,Isla Vista,CA
2224,1600000US0667056,region.place,2013,30763.0,16822.0,35393.0,23210.0,20980.0,44008.0,28899.0,25454.0,13064.0,31196.0,3.6,19.6,1.1,27.3,22.5,10.0,5.8,6.0,4.1,Sanger,CA
2226,1600000US0633308,region.place,2013,59149.0,47087.0,64876.0,53514.0,51113.0,63734.0,81906.0,43137.0,30664.0,50504.0,1.4,5.0,3.6,6.5,15.2,23.3,8.3,18.0,18.7,Hercules,CA
2228,1600000US0668112,region.place,2013,43467.0,29890.0,51374.0,38160.0,33904.0,53074.0,76688.0,33256.0,24019.0,41123.0,1.4,13.0,1.3,16.8,20.9,18.0,8.1,12.1,8.4,San Lorenzo,CA
2232,1600000US0617498,region.place,2013,22743.0,15028.0,26458.0,21687.0,18993.0,35655.0,36289.0,22774.0,19484.0,23420.0,9.4,36.6,3.3,20.2,18.4,8.3,1.3,1.9,0.6,Cudahy,CA
2233,1600000US0621796,region.place,2013,63125.0,40482.0,71264.0,48167.0,43285.0,56250.0,65313.0,30163.0,23375.0,39728.0,1.6,6.7,1.2,7.7,18.1,12.7,8.9,16.3,26.8,El Cerrito,CA
2238,1600000US0642370,region.place,2013,49964.0,35662.0,49098.0,37147.0,36130.0,51318.0,66139.0,31163.0,21375.0,35509.0,3.7,13.4,3.0,13.9,17.0,13.1,6.2,15.4,14.3,Loma Linda,CA
2239,1600000US0678138,region.place,2013,53250.0,33750.0,72269.0,60406.0,48396.0,59193.0,85250.0,38646.0,30351.0,60481.0,1.5,6.8,0.9,13.5,13.6,14.6,10.9,17.6,20.6,Temescal Valley,CA
2241,1600000US0639178,region.place,2013,68730.0,44222.0,105926.0,71678.0,55267.0,63190.0,97727.0,40938.0,27212.0,41993.0,1.7,2.4,1.1,7.1,10.6,13.3,6.6,13.4,43.8,Laguna Beach,CA
2245,1600000US0602980,region.place,2013,36175.0,27059.0,42556.0,34219.0,30706.0,38596.0,81802.0,25805.0,28570.0,36805.0,3.5,14.4,1.2,23.2,23.1,13.3,5.6,11.0,4.7,Ashland,CA
