,zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools
16781,12483691,Lakewood,Los Angeles,1,3,1,1484,5000,33855915,-118120188,1951,70130,96213,1,0,7,7,0
16782,12484013,Lakewood,Los Angeles,2,3,2,1579,5357,33848793,-118129225,1950,156064,96212,1,0,7,7,0
16783,12484482,Lakewood,Los Angeles,3,5,3,2117,5227,33852378,-118116514,1951,89569,96213,1,0,7,7,0
16784,12485020,Lakewood,Los Angeles,2,4,2,1694,6706,33850159,-118124680,1950,557000,96213,1,1,2,7,0
16785,12485127,Lakewood,Los Angeles,2,3,2,1318,5399,33856671,-118112658,1955,70531,96213,1,0,2,7,0
16786,12485227,Lakewood,Los Angeles,2,3,2,1259,5454,33855939,-118112203,1955,436000,96213,1,0,2,7,0
16787,12485350,Lakewood,Los Angeles,2,3,2,1182,5554,33856835,-118108686,1954,73193,96213,1,0,7,7,0
16788,12485450,Lakewood,Los Angeles,1,2,1,925,5136,33853409,-118111315,1952,66744,96213,1,0,7,7,0
16789,12485596,Lakewood,Los Angeles,1,3,1,1082,5011,33851558,-118111236,1951,430000,96213,1,0,7,7,0
16790,12485619,Lakewood,Los Angeles,1,3,1,1082,12588,33852950,-118114254,1951,276556,96213,1,0,7,7,0
16791,12485665,Lakewood,Los Angeles,1,3,1,1798,5698,33851886,-118110905,1951,186298,96213,1,0,7,7,0
16792,12485688,Lakewood,Los Angeles,1,3,1,1066,5523,33850657,-118109924,1951,215879,96213,1,0,7,7,0
16793,12485949,Lakewood,Los Angeles,2,3,2,1914,5000,33845570,-118117602,1950,433716,96213,1,1,2,7,0
16794,12486072,Lakewood,Los Angeles,2,4,2,1430,5001,33845443,-118120071,1950,71145,96213,1,0,7,7,0
16795,12486172,Lakewood,Los Angeles,1,2,1,952,5113,33845559,-118121717,1950,245524,96213,1,0,7,7,0
16796,12486272,Lakewood,Los Angeles,1,3,1,1092,5003,33845509,-118123727,1950,60948,96213,1,0,7,7,0
16797,12486318,Lakewood,Los Angeles,1,2,1,888,5143,33841692,-118123745,1950,404719,96213,1,0,7,7,0
16798,12486587,Lakewood,Los Angeles,1,3,1,1122,5000,33841076,-118119599,1950,438591,96213,1,0,7,7,0
16799,12486710,Lakewood,Los Angeles,2,4,2,1863,4999,33850148,-118114959,1951,581388,96213,1,1,2,7,0
16800,12487156,Lakewood,Los Angeles,1,2,1,872,5156,33845687,-118109853,1950,59511,96213,1,0,7,7,0
16801,12487256,Lakewood,Los Angeles,2,2,2,1548,5155,33845693,-118111559,1950,79890,96213,1,1,2,7,0
16802,12487425,Lakewood,Los Angeles,2,3,2,1508,5490,33843411,-118112884,1950,109298,96213,1,0,7,7,0
16803,12488486,Lakewood,Los Angeles,3,4,3,1789,8003,33835800,-118119604,1942,264917,96213,1,0,7,7,0
16804,12489468,Long Beach,Los Angeles,2,2,2,955,89604,33840100,-118126000,1981,229443,96242,1,1,2,4,0
16805,12489537,Long Beach,Los Angeles,2,3,2,2026,7125,33844731,-118140667,1943,600419,96242,1,1,2,7,0
16806,12489637,Long Beach,Los Angeles,2,3,2,1478,7756,33846043,-118137578,1944,88695,96242,1,0,7,7,0
16807,12489737,Long Beach,Los Angeles,2,4,2,1762,9516,33843550,-118135903,1943,126525,96242,1,1,2,7,0
16808,12490197,Long Beach,Los Angeles,6,7,6,4205,7831,33836772,-118138674,1944,797740,96242,1,1,2,4,1
16809,12490443,Long Beach,Los Angeles,2,2,2,1666,7282,33834584,-118136747,1935,255020,96242,1,0,7,7,0
16810,12490664,Long Beach,Los Angeles,3,4,3,3740,8415,33833299,-118131521,1936,920000,96242,1,1,2,4,0
16811,12490810,Lakewood,Los Angeles,2,3,2,1651,7484,33834588,-118125074,1942,454618,96242,1,0,7,7,1
16812,12491124,Long Beach,Los Angeles,2,3,2,1740,5747,33826832,-118127375,1945,92947,96242,1,0,2,7,0
16813,12491224,Long Beach,Los Angeles,1,3,1,1167,18406,33826614,-118128697,1945,71145,96242,1,0,7,7,0
16814,12491370,Long Beach,Los Angeles,1,2,1,1151,5631,33829044,-118129951,1946,73480,96242,1,0,7,7,0
16815,12491539,Long Beach,Los Angeles,3,4,3,2766,6581,33829290,-118122464,1942,391558,96242,1,1,2,7,0
16816,12492108,Lakewood,Los Angeles,1,3,1,1860,5250,33833863,-118113717,1950,349740,96213,1,1,2,7,0
16817,12492231,Lakewood,Los Angeles,1,3,1,1076,5150,33834337,-118111454,1950,158465,96213,1,0,7,7,0
16818,12492254,Lakewood,Los Angeles,2,4,2,1807,5151,33834332,-118109972,1950,292200,96213,1,1,2,7,0
16819,12492354,Lakewood,Los Angeles,1,3,1,1092,5150,33832919,-118111296,1950,228058,96213,1,0,7,7,0
16820,12492767,Long Beach,Los Angeles,1,3,1,1775,5940,33829935,-118108849,1954,300004,96242,1,0,7,7,0
16821,12492890,Long Beach,Los Angeles,1,3,1,1218,5484,33825288,-118110977,1954,260872,96242,1,0,7,7,1
16822,12492990,Long Beach,Los Angeles,2,4,2,1564,4986,33825708,-118114354,1954,78896,96242,1,0,7,7,0
16823,12493090,Long Beach,Los Angeles,1,2,1,965,5013,33823461,-118114831,1950,354976,96242,1,0,7,7,0
16824,12493190,Long Beach,Los Angeles,1,2,1,1129,5057,33824765,-118111684,1950,467200,96242,1,0,7,7,0
16825,12493290,Long Beach,Los Angeles,2,3,2,1986,5390,33822669,-118111090,1950,546424,96242,1,1,2,7,0
16826,12493436,Long Beach,Los Angeles,2,4,2,1428,5065,33821280,-118109082,1950,520188,96242,1,1,2,7,0
16827,12493536,Long Beach,Los Angeles,1,2,1,858,4968,33819321,-118111446,1950,67262,96242,1,0,7,7,1
16828,12494059,Long Beach,Los Angeles,2,3,2,1130,5794,33822950,-118116399,1949,245869,96242,1,0,7,7,0
16829,12494159,Long Beach,Los Angeles,1,3,1,1157,5736,33820566,-118116076,1949,265400,96242,1,0,7,7,1
16830,12494328,Long Beach,Los Angeles,2,4,2,1445,5919,33821081,-118123837,1949,75059,96242,1,0,7,7,0
16831,12494428,Long Beach,Los Angeles,2,4,2,1558,5877,33823156,-118131946,1947,228154,96242,1,0,7,7,0
16832,12494574,Long Beach,Los Angeles,1,2,1,1167,5957,33824093,-118125023,1947,299937,96242,1,0,7,7,0
16833,12494674,Long Beach,Los Angeles,2,4,2,1789,5967,33821412,-118124772,1947,160155,96242,1,0,7,7,0
16834,12494774,Long Beach,Los Angeles,3,5,3,1882,6024,33821854,-118129161,1947,451853,96242,1,1,2,7,1
16835,12495097,Long Beach,Los Angeles,2,4,2,1570,6359,33815806,-118129785,1950,598500,96242,1,0,7,7,0
16836,12495197,Long Beach,Los Angeles,2,3,2,1730,5583,33817820,-118126715,1950,344076,96242,1,0,7,7,0
16837,12495620,Long Beach,Los Angeles,5,4,5,3396,5528,33812635,-118131785,1949,481984,96242,1,1,2,4,0
16838,12495720,Long Beach,Los Angeles,2,4,2,2063,8298,33811503,-118129204,1950,532928,96242,1,1,2,7,0
16839,12495912,Long Beach,Los Angeles,2,3,2,1755,5400,33816161,-118118341,1951,265297,96242,1,0,2,7,0
16840,12496135,Long Beach,Los Angeles,1,2,1,1232,5694,33814981,-118122702,1950,83926,96242,1,0,7,7,0
16841,12496235,Long Beach,Los Angeles,2,3,2,1253,5588,33814963,-118117407,1951,610968,96242,1,0,7,7,1
16842,12496358,Long Beach,Los Angeles,1,2,1,930,5277,33812165,-118116526,1951,455000,96242,1,0,7,7,0
16843,12496581,Long Beach,Los Angeles,2,3,2,1484,4878,33811265,-118122500,1950,178392,96242,1,0,7,7,0
16844,12496627,Long Beach,Los Angeles,1,2,1,1097,4980,33816323,-118114838,1950,373099,96242,1,0,7,7,0
16845,12496727,Long Beach,Los Angeles,1,2,1,1315,5739,33814566,-118114389,1950,484000,96242,1,0,7,7,0
16846,12496850,Long Beach,Los Angeles,2,3,2,1936,4878,33818243,-118111295,1950,303890,96242,1,1,2,7,0
16847,12497495,Long Beach,Los Angeles,3,4,3,2155,7753,33808729,-118201807,1947,250773,96240,1,0,2,4,0
16848,12497564,Long Beach,Los Angeles,1,2,1,1265,3272,33807415,-118203084,1961,165314,96240,1,0,2,7,0
16849,12497633,Long Beach,Los Angeles,2,3,2,1706,6578,33806364,-118200705,1941,343483,96240,1,0,7,7,0
16850,12497855,Long Beach,Los Angeles,1,2,1,1381,6352,33798639,-118201809,1938,258195,96240,1,0,7,7,0
16851,12498093,Long Beach,Los Angeles,2,4,2,1778,6706,33798689,-118200089,1938,164707,96240,1,1,2,7,1
16852,12498231,Long Beach,Los Angeles,2,3,2,1157,6956,33799990,-118198557,1939,71401,96240,1,0,7,7,0
16853,12498392,Long Beach,Los Angeles,2,4,2,1917,6202,33796403,-118201813,1938,674431,96240,2,0,2,7,0
16854,12498591,Long Beach,Los Angeles,2,3,2,1279,3569,33793178,-118201277,1934,239200,96240,1,0,7,7,0
16855,12498691,Long Beach,Los Angeles,1,2,1,1088,3651,33793622,-118201281,1930,231935,96240,1,0,7,7,0
16856,12499074,Long Beach,Los Angeles,1,3,1,1004,5943,33817754,-118202848,1944,244225,96240,1,0,7,7,0
16857,12499174,Long Beach,Los Angeles,2,4,2,1778,5727,33817186,-118203161,1971,408126,96240,1,0,2,7,0
16858,12499274,Long Beach,Los Angeles,3,4,3,2190,6931,33817196,-118199632,1944,287248,96240,1,1,2,7,0
16859,12499397,Long Beach,Los Angeles,1,3,1,1004,6072,33815686,-118197943,1944,410000,96240,1,0,7,7,0
16860,12500323,Long Beach,Los Angeles,1,3,1,1006,6750,33815106,-118194649,1946,420000,96240,1,0,7,7,0
16861,12500872,Long Beach,Los Angeles,1,3,1,1534,6387,33797384,-118192021,1928,61558,96240,1,0,7,7,0
16862,12501323,Long Beach,Los Angeles,1,2,1,1066,5400,33811905,-118194654,1939,367000,96240,1,0,7,7,0
16863,12501515,Long Beach,Los Angeles,3,3,3,1558,6461,33807156,-118196381,1931,379104,96240,1,1,2,4,0
16864,12502252,Long Beach,Los Angeles,2,3,2,1300,7914,33814049,-118185511,1950,366000,96241,1,0,2,7,0
16865,12502591,Long Beach,Los Angeles,1,2,1,946,5747,33801010,-118185966,1915,280000,96240,1,0,7,7,0
16866,12502789,Long Beach,Los Angeles,1,2,1,1107,3880,33800580,-118186063,1920,247000,96240,1,0,7,7,0
16867,12503222,Long Beach,Los Angeles,1,3,1,936,4253,33792707,-118186034,1902,166238,96240,1,0,7,7,0
16868,12503548,Long Beach,Los Angeles,1,2,1,646,3376,33792088,-118189503,1944,164095,96240,1,0,7,7,0
16869,12504015,Long Beach,Los Angeles,1,2,1,1200,5318,33796305,-118183317,1912,199336,96240,1,0,7,7,0
16871,12504137,Long Beach,Los Angeles,4,6,4,3203,6673,33795525,-118180559,1948,339457,96240,1,0,7,7,0
16872,12504160,Long Beach,Los Angeles,2,2,2,1292,2904,33793623,-118180662,1924,265000,96240,2,0,2,7,0
16873,12504183,Long Beach,Los Angeles,3,4,3,2100,6504,33794035,-118181170,1930,251364,96240,2,0,2,7,0
16874,12504297,Long Beach,Los Angeles,2,3,2,2280,6524,33791807,-118182258,1923,276556,96240,2,0,2,7,0
16875,12504664,Long Beach,Los Angeles,2,3,2,1718,6490,33796841,-118179010,1914,321439,96240,1,0,7,7,0
16876,12504748,Long Beach,Los Angeles,1,2,1,1042,6515,33794723,-118177287,1919,311000,96240,1,0,7,7,0
16877,12504809,Long Beach,Los Angeles,2,2,2,1295,3717,33793285,-118177313,1924,191329,96240,1,0,2,7,0
16878,12505028,Long Beach,Los Angeles,1,1,1,680,7347,33803329,-118183242,1920,28309,96240,1,0,7,7,0
16879,12509682,Long Beach,Los Angeles,2,4,2,1440,5892,33802403,-118143726,1942,91126,96247,1,0,7,7,0
16880,12510058,Long Beach,Los Angeles,1,2,1,957,7171,33797449,-118142792,1943,391086,96247,1,0,7,7,0
16881,12510158,Long Beach,Los Angeles,1,2,1,898,5490,33797166,-118144634,1943,445704,96247,1,0,7,7,0
16882,12510258,Long Beach,Los Angeles,2,4,2,1536,6146,33797188,-118146608,1946,445718,96247,2,0,2,7,0
16883,12510396,Long Beach,Los Angeles,2,3,2,1475,7025,33795596,-118145009,1942,211834,96247,1,0,7,7,0
16884,12510642,Long Beach,Los Angeles,2,2,2,1184,79753,33790300,-118145000,1988,304000,96247,1,1,2,7,1
16885,12510757,Long Beach,Los Angeles,3,3,3,2414,5907,33794486,-118141180,1943,458081,96247,1,1,2,7,0
16886,12510880,Long Beach,Los Angeles,2,4,2,1690,6085,33795815,-118137378,1949,458996,96247,2,0,2,7,0
16887,12511472,Long Beach,Los Angeles,1,2,1,824,2279,33784967,-118135388,1925,115755,96238,1,0,7,7,0
16888,12511633,Long Beach,Los Angeles,2,3,2,1628,3775,33784265,-118138698,1931,453051,96238,2,0,2,7,0
16889,12511732,Long Beach,Los Angeles,2,4,2,1816,5050,33783400,-118135017,1919,545000,96238,2,0,2,7,0
16890,12512170,Long Beach,Los Angeles,2,3,2,1192,6567,33804425,-118125649,1952,367378,96247,1,0,7,7,1
16891,12512293,Long Beach,Los Angeles,1,2,1,1664,7066,33804973,-118128687,1953,305632,96247,1,0,7,7,0
16892,12512393,Long Beach,Los Angeles,2,3,2,1237,8535,33805363,-118129793,1953,152617,96247,1,0,7,7,1
16893,12513146,Long Beach,Los Angeles,2,3,2,1246,6436,33800786,-118126941,1951,381461,96247,1,0,7,7,0
16894,12513292,Long Beach,Los Angeles,2,3,2,1460,5886,33794612,-118131872,1947,586668,96247,1,1,2,7,0
16895,12513530,Long Beach,Los Angeles,1,2,1,846,6286,33793056,-118126901,1947,207473,96247,1,0,7,7,0
16896,12513653,Long Beach,Los Angeles,2,3,2,1301,5809,33792725,-118128597,1947,557979,96247,1,1,2,7,0
16897,12513753,Long Beach,Los Angeles,2,4,2,1316,5824,33791008,-118129459,1947,139835,96247,1,0,7,7,1
16898,12514214,Long Beach,Los Angeles,2,4,2,1873,6022,33789571,-118123154,1949,95541,96247,1,0,7,7,0
16899,12514337,Long Beach,Los Angeles,2,3,2,1931,6304,33790528,-118119132,1949,157340,96247,1,0,2,7,0
16900,12514460,Long Beach,Los Angeles,1,3,1,1065,6062,33791938,-118117124,1949,449535,96247,1,0,7,7,1
16901,12514560,Long Beach,Los Angeles,1,2,1,864,6092,33795463,-118117249,1949,223586,96247,1,0,7,7,0
16902,12514783,Long Beach,Los Angeles,2,3,2,1713,6307,33792415,-118113414,1952,120565,96247,1,0,7,7,0
16903,12515059,Long Beach,Los Angeles,2,2,2,1603,6147,33799984,-118121080,1953,77839,96247,1,0,7,7,0
16904,12515358,Long Beach,Los Angeles,1,2,1,1345,6538,33798602,-118117423,1953,245133,96247,1,0,7,7,0
16905,12515458,Long Beach,Los Angeles,2,3,2,1425,5786,33799099,-118114200,1952,545688,96247,1,1,2,7,0
16906,12515558,Long Beach,Los Angeles,2,3,2,1977,6041,33797932,-118112206,1952,510000,96247,1,0,2,7,0
16907,12515804,Long Beach,Los Angeles,2,3,2,1520,6210,33805766,-118114868,1954,455913,96247,1,0,2,7,1
16908,12515904,Long Beach,Los Angeles,2,3,2,1495,5998,33808648,-118116712,1953,104748,96247,1,1,2,7,1
16909,12516127,Long Beach,Los Angeles,1,2,1,1009,6146,33808149,-118118286,1953,445000,96247,1,0,7,7,0
16910,12516380,Long Beach,Los Angeles,2,3,2,1262,9781,33807707,-118112091,1954,298553,96247,1,0,2,7,0
16911,12516541,Long Beach,Los Angeles,2,3,2,1560,5936,33804595,-118113363,1954,530746,96247,1,0,2,7,1
16912,12516879,Long Beach,Los Angeles,1,3,1,1054,6274,33793679,-118109653,1953,86224,96247,1,0,7,7,0
16913,12517171,Long Beach,Los Angeles,1,3,1,1420,6244,33790634,-118106674,1953,186541,96247,1,0,2,7,0
16914,12517394,Long Beach,Los Angeles,2,4,2,1630,6090,33789658,-118104810,1953,78570,96247,1,0,2,7,0
16915,12517517,Long Beach,Los Angeles,2,3,2,1702,6364,33790930,-118101313,1953,327537,96247,1,1,2,7,0
16916,12517740,Long Beach,Los Angeles,2,3,2,1869,5852,33801826,-118104700,1952,89703,96247,1,0,2,7,0
16917,12517840,Long Beach,Los Angeles,1,2,1,961,5210,33800804,-118101287,1951,69106,96247,1,0,7,7,0
16918,12518332,Long Beach,Los Angeles,2,3,2,1450,5944,33796130,-118104320,1952,137984,96247,1,0,7,7,0
16919,12518601,Long Beach,Los Angeles,2,3,2,2136,5250,33808352,-118105465,1951,186193,96247,1,1,2,7,0
16920,12518701,Long Beach,Los Angeles,2,4,2,1494,5551,33806146,-118105804,1951,517426,96247,1,0,7,7,0
16921,12518824,Long Beach,Los Angeles,3,4,3,2183,5588,33807907,-118102936,1951,156172,96247,1,1,2,7,0
16922,12518924,Long Beach,Los Angeles,3,4,3,1761,5702,33804599,-118102441,1951,328700,96247,1,0,7,7,0
16923,12519024,Long Beach,Los Angeles,1,3,1,1918,5222,33809819,-118101243,1951,179888,96247,1,0,7,7,0
16924,12519339,Long Beach,Los Angeles,1,1,1,633,521135,33808900,-118080000,1974,83496,96247,1,0,7,7,0
16925,12520207,Long Beach,Los Angeles,1,1,1,734,521135,33808900,-118080000,1973,174000,96247,1,0,7,7,1
16926,12520314,Long Beach,Los Angeles,4,4,4,2301,6507,33769339,-118104757,1960,108727,96237,1,0,2,4,0
16927,12520414,Long Beach,Los Angeles,3,3,3,2172,6463,33770274,-118106496,1960,457252,96237,1,0,2,7,0
16928,12520873,Long Beach,Los Angeles,3,3,3,1669,1894,33758883,-118093887,1973,526429,96237,1,0,2,4,0
16929,12521057,Long Beach,Los Angeles,1,1,1,651,242136,33770600,-118115000,1979,182789,96237,1,0,2,4,1
16931,12521257,Long Beach,Los Angeles,3,3,3,2120,3365,33772004,-118111997,1986,182010,96237,1,1,2,1,0
16932,12521380,Long Beach,Los Angeles,3,3,3,1728,1972,33774000,-118117000,1986,411775,96237,1,1,2,1,0
16933,12521541,Long Beach,Los Angeles,2,3,2,1060,7987,33788285,-118096829,1954,500000,96247,1,0,7,7,1
16934,12521641,Long Beach,Los Angeles,2,3,2,1042,5384,33786456,-118097788,1954,337147,96247,1,0,7,7,0
16935,12521741,Long Beach,Los Angeles,2,3,2,1042,5106,33783906,-118097253,1954,199272,96247,1,0,7,7,0
16936,12521841,Long Beach,Los Angeles,2,3,2,1048,5634,33783655,-118099812,1954,545688,96247,1,0,7,7,0
16937,12521941,Long Beach,Los Angeles,3,4,3,1484,5781,33782406,-118100263,1954,461891,96247,1,0,7,7,0
16938,12521964,Long Beach,Los Angeles,3,3,3,1861,7502,33781224,-118098657,1959,498989,96247,1,0,2,7,0
16939,12522064,Long Beach,Los Angeles,3,3,3,2234,6308,33778539,-118099142,1959,287292,96247,1,0,2,4,1
16940,12522371,Long Beach,Los Angeles,2,3,2,1042,5861,33785386,-118100456,1954,215134,96247,1,1,2,7,0
16941,12522816,Long Beach,Los Angeles,2,2,2,1454,25628,33775556,-118110066,1983,313724,96247,1,1,2,4,1
16942,12522985,Long Beach,Los Angeles,3,4,3,4754,8648,33777105,-118108047,1971,644172,96247,1,1,2,4,1
16943,12523008,Long Beach,Los Angeles,3,5,3,3413,10245,33776686,-118108588,1972,204159,96247,1,1,2,4,1
16944,12523100,Long Beach,Los Angeles,3,3,3,2832,12430,33775086,-118105119,1973,1093000,96247,1,1,2,4,1
16945,12523484,Long Beach,Los Angeles,3,3,3,3203,20088,33787097,-118123346,1961,264946,96247,1,1,2,1,1
16946,12523660,Long Beach,Los Angeles,2,2,2,1848,6979,33786523,-118130743,1951,900000,96247,1,0,2,4,0
16947,12523767,Long Beach,Los Angeles,1,2,1,910,30488,33783977,-118130124,1953,340000,96247,1,0,2,7,0
16948,12524320,Long Beach,Los Angeles,1,0,1,418,147471,33776400,-118123000,1970,140000,96238,1,0,2,7,0
16949,12524542,Long Beach,Los Angeles,2,2,2,1110,2255,33779247,-118141899,1929,435000,96238,1,0,7,7,0
16950,12524641,Long Beach,Los Angeles,1,1,1,698,23199,33780100,-118141000,1972,231000,96238,1,0,2,7,1
16951,12524847,Long Beach,Los Angeles,3,3,3,2111,6794,33773989,-118136601,1980,567900,96246,1,1,2,4,0
16952,12525062,Long Beach,Los Angeles,3,3,3,3291,6430,33774190,-118125118,1939,139074,96246,1,0,2,4,0
16953,12525108,Long Beach,Los Angeles,2,3,2,2679,6541,33773915,-118122930,1936,437337,96246,1,1,2,4,1
16954,12525223,Long Beach,Los Angeles,2,4,2,1996,2978,33763617,-118125452,1961,477266,96237,1,0,2,4,0
16955,12525398,Long Beach,Los Angeles,1,1,1,873,978900,33761033,-118117572,1974,255755,96237,1,1,2,4,1
16956,12525651,Long Beach,Los Angeles,1,0,1,650,978900,33759602,-118115692,1974,86038,96237,1,1,2,4,1
16957,12525751,Long Beach,Los Angeles,2,2,2,1325,978900,33758713,-118115046,1974,546451,96237,1,1,2,4,1
16958,12526204,Long Beach,Los Angeles,3,3,3,1748,105232,33766697,-118120965,1982,539342,96237,1,1,2,4,0
16959,12526806,Long Beach,Los Angeles,3,3,3,2531,3065,33763606,-118119776,1995,753322,96237,1,1,2,1,0
16960,12527135,Long Beach,Los Angeles,1,1,1,610,6219,33755000,-118119000,1971,143629,96237,1,0,7,7,0
16961,12527257,Long Beach,Los Angeles,1,2,1,1632,2567,33755567,-118121641,1925,156214,96237,1,0,7,7,0
16963,12527526,Long Beach,Los Angeles,2,3,2,1850,3594,33751822,-118118623,1936,273132,96237,1,0,2,4,0
16965,12527810,Long Beach,Los Angeles,2,4,2,1763,3616,33757440,-118123427,1946,236402,96237,2,0,2,7,0
16967,12528416,Long Beach,Los Angeles,5,4,5,4599,16398,33753199,-118126856,1970,3586136,96237,1,0,2,10,0
16968,12528485,Long Beach,Los Angeles,2,2,2,1086,2427,33757785,-118130583,1924,133292,96237,1,0,7,7,0
16969,12528531,Long Beach,Los Angeles,2,4,2,2112,3349,33757059,-118130265,1925,1024318,96237,2,0,2,7,0
16971,12529150,Long Beach,Los Angeles,2,4,2,2125,3586,33748218,-118119523,1949,213748,96237,1,0,2,4,0
16972,12529503,Long Beach,Los Angeles,2,3,2,1564,6459,33772104,-118130090,1939,862208,96246,1,0,7,4,0
16973,12529603,Long Beach,Los Angeles,3,3,3,2359,3234,33768013,-118119366,1983,489948,96246,1,1,2,1,0
16974,12529764,Long Beach,Los Angeles,2,3,2,1953,6390,33770694,-118121398,1972,663586,96246,1,1,2,4,0
16975,12529864,Long Beach,Los Angeles,1,1,1,693,559649,33771600,-118120000,1970,129017,96246,1,1,2,4,0
16976,12529964,Long Beach,Los Angeles,1,1,1,693,559649,33771600,-118120000,1970,239694,96246,1,1,2,7,0
16977,12530231,Long Beach,Los Angeles,3,3,3,2487,3324,33768972,-118119881,1981,858000,96246,1,0,2,1,0
16978,12530500,Long Beach,Los Angeles,3,5,3,2585,2861,33760890,-118137266,1933,999632,96237,3,0,2,7,0
16979,12530798,Long Beach,Los Angeles,1,2,1,1062,2422,33758058,-118132793,1925,262152,96237,1,0,7,7,0
16980,12530936,Long Beach,Los Angeles,1,2,1,960,2408,33757421,-118135103,1927,619888,96237,1,0,7,7,0
16981,12531005,Long Beach,Los Angeles,2,4,2,2062,2710,33758646,-118136979,1931,464992,96237,2,0,2,7,0
16982,12531051,Long Beach,Los Angeles,3,3,3,3275,5939,33759333,-118138263,1935,221088,96237,1,0,2,4,0
16983,12531249,Long Beach,Los Angeles,2,2,2,1392,2404,33755988,-118135202,1938,197575,96237,2,0,2,7,0
16984,12531433,Long Beach,Los Angeles,5,5,5,4936,6646,33763068,-118126352,2005,2551300,96237,1,1,2,1,1
16985,12531556,Long Beach,Los Angeles,1,1,1,620,24711,33760500,-118124000,1965,224695,96237,1,0,2,4,0
16986,12531579,Long Beach,Los Angeles,1,3,1,1320,3502,33760825,-118127289,1944,353538,96237,1,0,7,7,0
16987,12531702,Long Beach,Los Angeles,2,2,2,1872,3624,33764452,-118129415,1941,94670,96237,1,0,2,7,0
16988,12531786,Long Beach,Los Angeles,5,5,5,3312,4675,33762961,-118130080,1943,123156,96237,4,0,2,7,0
16989,12532008,Long Beach,Los Angeles,2,4,2,1728,2289,33760750,-118130582,1923,189387,96237,1,0,7,7,0
16990,12532031,Long Beach,Los Angeles,3,3,3,1975,3044,33761191,-118131097,1948,815178,96237,3,0,2,7,0
16991,12532146,Long Beach,Los Angeles,1,2,1,960,2431,33761753,-118131972,1944,81067,96237,1,0,7,7,0
16992,12532559,Long Beach,Los Angeles,2,3,2,1704,4504,33768272,-118140014,1924,847222,96246,2,0,2,7,0
16993,12532782,Long Beach,Los Angeles,1,3,1,1118,4081,33767896,-118137619,1922,748594,96237,1,1,2,7,0
16994,12533081,Long Beach,Los Angeles,2,4,2,2227,6085,33768805,-118135537,1923,357068,96246,1,1,2,7,0
16995,12533204,Long Beach,Los Angeles,2,3,2,1528,2502,33768196,-118132396,1931,661583,96246,1,0,7,7,0
16996,12533273,Long Beach,Los Angeles,4,6,4,3728,6351,33767071,-118133352,1931,990000,96237,2,0,2,7,0
16997,12533472,Long Beach,Los Angeles,2,4,2,1758,3915,33788517,-118147458,1960,195553,96238,2,0,2,7,0
16998,12533587,Long Beach,Los Angeles,5,6,5,3558,6510,33784689,-118149013,1965,866982,96238,3,0,2,7,0
16999,12534021,Long Beach,Los Angeles,2,3,2,2452,6751,33786020,-118143811,1923,620000,96238,1,0,2,7,0
17000,12534144,Long Beach,Los Angeles,1,1,1,624,2178,33783108,-118144800,1923,264264,96238,1,0,7,7,0
17001,12534159,Long Beach,Los Angeles,1,3,1,1532,4187,33783466,-118141993,1923,227665,96238,2,1,2,7,0
17002,12534312,Long Beach,Los Angeles,2,2,2,930,38067,33781500,-118149000,1985,181219,96238,1,1,2,7,1
17003,12534584,Long Beach,Los Angeles,3,5,3,2413,6243,33780498,-118145480,1924,272610,96238,2,0,2,7,0
17004,12534645,Long Beach,Los Angeles,2,3,2,1602,2726,33780628,-118147851,1947,520000,96238,1,0,7,4,0
17005,12534729,Long Beach,Los Angeles,2,4,2,1788,5778,33777398,-118147635,1925,359628,96238,2,0,2,7,0
17006,12534851,Long Beach,Los Angeles,6,6,6,3456,5461,33776671,-118143496,1986,516950,96238,4,0,2,7,0
17007,12534942,Long Beach,Los Angeles,2,2,2,1138,6247,33776200,-118149000,1981,185076,96238,1,0,2,4,0
17008,12535011,Long Beach,Los Angeles,1,3,1,1057,6044,33773986,-118146849,1920,207837,96246,1,0,7,7,0
17009,12535862,Long Beach,Los Angeles,3,3,3,2146,6513,33767764,-118145757,1922,430207,96237,2,0,2,7,0
17010,12535931,Long Beach,Los Angeles,3,3,3,2385,7979,33765655,-118144225,1949,740836,96237,1,0,2,4,0
17011,12536283,Long Beach,Los Angeles,2,2,2,1050,9137,33760100,-118150000,1958,307164,96237,1,0,2,4,0
17012,12536352,Long Beach,Los Angeles,2,2,2,912,35002,33759300,-118147000,1971,368859,96237,1,0,2,4,0
17013,12536482,Long Beach,Los Angeles,2,2,2,1512,13704,33761130,-118149536,1965,353398,96237,1,0,2,4,0
17014,12536566,Long Beach,Los Angeles,1,1,1,697,14971,33762000,-118149000,1972,290000,96237,1,0,2,4,0
17015,12536780,Long Beach,Los Angeles,4,3,4,3657,6350,33762028,-118144221,1922,1106678,96237,1,0,2,4,0
17016,12536979,Long Beach,Los Angeles,2,2,2,1093,4620,33764194,-118141084,1922,128031,96237,1,0,2,7,0
17017,12537392,Long Beach,Los Angeles,2,2,2,1042,3783,33759343,-118139606,1923,270881,96237,1,0,7,7,0
17018,12538123,Long Beach,Los Angeles,1,1,1,597,25959,33770400,-118152000,1972,194005,96246,1,0,7,4,0
