zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,yearbuilt,latitude,longitude,cityid,countyid,zipcpde,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools,amount
12755296,2,3,2,1544,5524,1948,33895170,-118079453,53636,3101,96193,0,1,,7,7,1,300072
12755388,3,2,3,1228,74395,1985,33896704,-118081374,53636,3101,96193,0,1,1,2,7,,161118
12755488,1,3,1,1444,5209,1948,33901845,-118090957,53636,3101,96193,0,1,,7,7,,45850
12755588,1,2,1,832,5997,1947,33900115,-118089032,53636,3101,96193,0,1,,7,7,,245597
12755795,1,2,1,876,5749,1910,33900597,-118082881,53636,3101,96193,0,1,,7,7,,230911
12756048,1,2,1,1335,6264,1950,33897936,-118087751,53636,3101,96193,0,1,,7,7,,346792
12756209,3,4,3,1892,6278,1948,33895289,-118091874,53636,3101,96193,0,1,1,2,7,,391087
12756332,2,3,2,1584,5381,1950,33899744,-118101591,53636,3101,96193,0,1,,7,7,,127976
12756993,2,3,2,1398,5225,1950,33895532,-118099409,53636,3101,96193,0,1,1,2,7,,281766
12757231,2,3,2,1438,5083,1956,33900402,-118105926,53636,3101,96193,0,1,,7,7,,67434
12757446,2,4,2,1534,5407,1953,33894176,-118105004,53636,3101,96193,0,1,1,2,4,,319799
12757907,1,3,1,888,5718,1951,33890993,-118101645,53636,3101,96193,0,1,,7,7,,40340
12758091,2,4,2,1890,5241,1964,33890143,-118097041,53636,3101,96193,0,1,,2,4,,74616
12758259,3,3,3,1442,27594,1980,33893476,-118093152,53636,3101,96193,0,1,1,2,4,,149411
12758374,1,3,1,1134,5161,1955,33888406,-118096156,53636,3101,96193,0,1,,7,7,,219313
12758474,1,3,1,1134,5161,1955,33888964,-118094428,53636,3101,96193,0,1,,7,7,,46865
12758574,1,3,1,1188,5951,1955,33888580,-118092698,53636,3101,96193,0,1,1,2,7,,51568
12758943,1,3,1,1001,5078,1946,33891922,-118089145,53636,3101,96193,0,1,,7,7,,38910
12759235,1,3,1,1194,5344,1955,33889605,-118088838,53636,3101,96193,0,1,,7,7,,268941
12759335,1,3,1,1072,6090,1956,33888836,-118090531,53636,3101,96193,0,1,,7,7,,56395
12759627,2,3,2,1417,5663,1954,33893767,-118081261,53636,3101,96193,0,1,,7,7,,66075
12760195,1,3,1,1250,5327,1950,33890208,-118075248,53636,3101,96193,0,1,,7,7,,330000
12760318,1,3,1,882,5268,1952,33892255,-118073489,53636,3101,96193,0,1,,7,7,,329000
12760464,1,2,1,751,2618,1954,33889534,-118072927,53636,3101,96193,0,1,,7,7,,161101
12760663,1,3,1,858,5410,1954,33894105,-118059803,53636,3101,96193,0,1,,7,7,,239695
12760763,2,3,2,1315,5189,1954,33892926,-118062315,53636,3101,96193,0,1,,7,7,1,345000
12761016,4,8,4,3224,14960,1966,33890908,-118070475,53636,3101,96193,0,4,,,7,,451898
12761146,2,4,2,1444,5373,1966,33889454,-118065411,53636,3101,96193,0,1,,2,7,,182237
12761338,3,4,3,2161,4915,1972,33889438,-118058993,53636,3101,96193,0,1,1,2,4,,111609
12761468,2,3,2,1310,6287,1955,33898908,-118018852,5465,3101,96190,0,1,,2,7,,468169
12761568,2,4,2,1357,6175,1956,33898009,-118015671,5465,3101,96190,0,1,,2,7,,424267
12761814,2,3,2,2150,7293,1954,33897096,-118020033,5465,3101,96190,0,1,,2,4,,372293
12762006,3,4,3,1983,7319,1955,33894822,-118015000,5465,3101,96190,0,1,1,2,7,1,254103
12762229,3,3,3,1752,5987,1957,33892208,-118011300,5465,3101,96190,0,1,1,2,7,,439304
12762644,3,5,3,2134,6731,1955,33889170,-118001954,5465,3101,96190,0,1,1,2,7,,308247
12762744,2,3,2,1222,6711,1954,33889599,-118005226,5465,3101,96190,0,1,,2,7,,424000
12763782,1,2,1,732,7060,1941,34061825,-118059457,36502,3101,96480,0,1,,,7,,236883
12763835,2,3,2,1107,7452,1939,34060558,-118060652,36502,3101,96480,0,1,,7,7,,60137
12764139,1,2,1,780,8180,1940,34058111,-118044637,36502,3101,96480,0,1,,7,7,,226179
12764262,1,3,1,1245,9381,1946,34055725,-118043716,36502,3101,96480,0,1,,7,7,,257465
12766389,3,4,3,1830,2153,1991,34058728,-118014894,51861,3101,96479,0,1,,2,4,,319336
12766800,2,3,2,964,5745,1951,34051663,-118028131,51861,3101,96479,0,1,,7,7,,266500
12767406,3,4,3,1757,5065,1990,34047301,-118018241,51861,3101,96479,0,1,1,2,4,,358941
12767811,3,4,3,1880,9165,1953,34045223,-118019267,51861,3101,96479,0,1,,7,7,,78004
12768262,2,3,2,1355,9461,1961,34054731,-118012021,51861,3101,96479,0,1,,2,7,,256151
12768952,3,4,3,1662,5954,1963,34045207,-118001541,113576,3101,96490,0,1,,2,7,,83641
12769395,3,4,3,1769,6032,1987,34042481,-117992687,113576,3101,96490,0,1,1,2,4,,288234
12769602,3,7,3,2950,15500,1945,34041665,-117998646,113576,3101,96490,0,2,,,7,,373908
12769648,2,3,2,1248,10610,1961,34040504,-117995940,113576,3101,96490,0,1,,2,7,,363000
12769671,2,3,2,1144,7062,1961,34042300,-117994210,113576,3101,96490,0,1,,2,7,1,68698
12769717,2,4,2,2192,6879,1967,34038303,-117996887,113576,3101,96490,0,1,,2,7,,482000
12769817,2,3,2,1121,248004,1973,34038889,-117999125,113576,3101,96490,0,1,,2,4,1,210044
12769955,2,4,2,1230,6593,1960,34039774,-118031335,36502,3101,96480,0,1,1,2,7,,261274
12770308,1,3,1,968,11744,1946,34041984,-118026830,51861,3101,96480,0,1,,7,7,,184621
12770659,2,3,2,1273,5787,1982,34051208,-118030040,51861,3101,96480,0,1,,2,7,,226257
12770682,2,2,2,1048,19955,1981,34052800,-118033000,51861,3101,96480,0,1,1,2,7,,90168
12771065,1,2,1,738,10600,1941,34046481,-118036527,36502,3101,96480,0,1,,7,7,,114891
12771188,2,4,2,1787,14434,1930,34043810,-118035004,36502,3101,96480,0,1,,7,7,,195817
12771540,2,4,2,1930,6797,1976,34036947,-118008973,113576,3101,96169,0,1,1,2,7,,285647
12771786,2,3,2,1452,7865,1966,34038629,-118004542,113576,3101,96169,0,1,,2,7,,69714
12772030,3,5,3,2050,10812,1940,34047077,-118049994,36502,3101,96480,0,2,,,7,,369740
12772792,1,3,1,1032,5527,1954,34045837,-118051190,36502,3101,96480,0,1,,7,7,,51086
12772892,1,3,1,1392,5127,1954,34042867,-118052066,36502,3101,96480,0,1,1,2,7,,107127
12772968,1,3,1,989,5321,1955,34044679,-118041549,36502,3101,96480,0,1,,7,7,,370000
12773191,2,3,2,1806,5644,1961,34039780,-118037369,36502,3101,96480,0,1,,2,7,,153327
12773275,1,3,1,1108,5764,1952,34038798,-118042035,36502,3101,96480,0,1,,7,7,,156092
12773298,2,3,2,1170,5026,1962,34039138,-118041352,36502,3101,96480,0,1,,7,7,,207408
12773466,2,3,2,1056,5338,1959,34041695,-118043760,36502,3101,96480,0,1,,2,7,,44833
12773997,2,4,2,1414,7900,1962,34037175,-118003840,113576,3101,96169,0,1,,2,7,,360310
12774220,2,3,2,1736,7444,1962,34034794,-118008271,113576,3101,96169,0,1,,2,7,,426922
12774320,2,4,2,1455,7019,1962,34033952,-118009493,113576,3101,96169,0,1,,2,7,1,199869
12774612,2,3,2,1375,1869,1967,34032718,-118017986,113576,3101,96169,0,1,1,2,4,,304000
12774972,1,3,1,1165,6055,1952,34010945,-118077535,26483,3101,96197,0,1,,7,7,1,56048
12775072,1,3,1,1084,6304,1950,34013668,-118074751,26483,3101,96197,0,1,,7,7,,50744
12775287,2,5,2,1408,12006,1937,34013946,-118068956,26483,3101,96197,0,1,,7,7,,200168
12775693,1,2,1,1009,5141,1929,34006398,-118074314,26483,3101,96197,0,1,,7,7,,114160
12775716,2,2,2,1091,5636,1959,34005722,-118075827,26483,3101,96197,0,1,,7,7,,75871
12775762,1,2,1,1126,5257,1951,34010386,-118073292,26483,3101,96197,0,1,,7,7,,266500
12775862,3,5,3,2164,4622,1998,34015466,-118064899,26483,3101,96197,0,1,1,2,4,,288263
12775977,2,4,2,1814,5070,1957,34018352,-118067118,26483,3101,96197,0,1,,7,7,,292126
12776000,2,3,2,1341,5006,1953,34017886,-118067520,26483,3101,96197,0,1,,7,7,,357108
12776100,1,3,1,1188,5044,1957,34017691,-118065150,26483,3101,96197,0,1,,7,7,,355727
12776322,1,3,1,1143,4939,1957,34018816,-118060215,26483,3101,96197,0,1,,7,7,,50135
12776345,2,3,2,1363,7194,1957,34017824,-118059976,26483,3101,96197,0,1,,7,7,,73815
12776544,2,3,2,1522,5066,1984,34017106,-118075792,26483,3101,96197,0,1,1,2,4,,320368
12777284,2,3,2,1100,7106,1956,34009705,-118062638,,3101,96169,0,1,,7,7,,235502
12777545,1,2,1,704,8761,1948,34032071,-118034222,113576,3101,96169,0,1,,7,7,,198208
12778068,2,3,2,1849,8550,1978,34008145,-118039420,,3101,96169,0,1,,2,4,,491196
12778091,3,4,3,2174,30677,1978,34007910,-118036546,,3101,96169,0,1,,2,4,1,506124
12778337,3,4,3,3073,14270,1980,34007198,-118042880,,3101,96169,0,1,1,2,4,,310769
12778460,1,1,1,774,471805,1980,34013900,-118043000,,3101,96169,0,1,,2,4,,208202
12778560,1,1,1,678,471805,1979,34013900,-118043000,,3101,96169,0,1,1,2,4,,116316
12778783,3,3,3,3218,9979,1985,34011893,-118036568,,3101,96169,0,1,1,2,4,1,379267
12779456,3,3,3,1944,28468,1974,33995030,-118039476,14634,3101,96169,0,1,1,2,4,,492343
12779586,3,4,3,2492,10517,1958,33991302,-118037128,14634,3101,96169,0,1,,2,4,1,652000
12779647,2,3,2,1797,8288,1935,33988404,-118031054,14634,3101,96169,0,1,,2,4,,272869
12779823,3,3,3,1245,59394,1982,34001000,-118066000,14634,3101,96169,0,1,1,2,4,,253155
12780215,2,4,2,1584,9886,1949,33997228,-118062769,14634,3101,96169,0,1,,7,7,1,267024
12780315,2,4,2,1372,6811,1949,33997511,-118060270,14634,3101,96169,0,1,1,2,7,1,369657
12780415,3,4,3,1656,6757,1952,33998746,-118057047,14634,3101,96169,0,1,,7,7,,338067
12780859,2,3,2,1152,5925,1950,33995764,-118061859,14634,3101,96174,0,1,,7,7,,326797
12780982,1,2,1,1080,5165,1941,33993691,-118065757,14634,3101,96174,0,1,,7,7,,193232
12781371,1,2,1,1004,6702,1940,33989988,-118060226,14634,3101,96174,0,1,,7,7,,48095
12781663,1,3,1,1270,5562,1950,33993715,-118056183,14634,3101,96169,0,1,,2,7,1,247697
12781786,2,4,2,1344,4980,1942,33996151,-118054005,14634,3101,96169,0,1,,7,7,,386645
12782384,2,3,2,1371,10868,1954,33993723,-118050667,14634,3101,96169,0,1,,2,4,1,431785
12783113,3,3,3,2028,9992,1959,33992932,-118043419,14634,3101,96169,0,1,,2,4,,531934
12783220,2,3,2,1556,7349,1910,33983903,-118039652,14634,3101,96169,0,2,,,10,,219073
12783555,2,4,2,2106,7000,1947,33987690,-118035549,14634,3101,96169,0,2,,,7,,200601
12783631,2,4,2,2890,7350,1919,33984329,-118034406,14634,3101,96169,0,1,,,4,,290258
12783830,3,2,3,1381,18038,1979,33984200,-118034000,14634,3101,96169,0,1,1,2,4,,199939
12783853,3,4,3,2734,6999,1924,33985718,-118032621,14634,3101,96169,0,2,,,7,1,432616
12783899,2,4,2,1913,7261,1938,33987828,-118028443,14634,3101,96169,0,1,,2,4,1,580000
12784037,3,4,3,2534,8150,1920,33983548,-118028795,14634,3101,96169,0,2,,,7,,395108
12784420,3,5,3,2432,10907,1964,33986771,-118026383,14634,3101,96169,0,1,,2,4,,307060
12784566,4,4,4,3266,11416,1967,33987578,-118020115,14634,3101,96169,0,1,,2,4,1,805783
12785094,3,3,3,3796,10010,1959,33969422,-118010839,14634,3101,96170,0,1,,2,4,,762924
12785718,3,2,3,1320,52655,1981,33976200,-118039000,14634,3101,96170,0,1,1,2,4,,273874
12785847,1,2,1,1110,4346,1937,33985362,-118053979,14634,3101,96169,0,1,,7,7,,260786
12786092,3,2,3,1548,6937,1923,33985074,-118049043,14634,3101,96169,0,1,,2,7,,510308
12786314,2,3,2,1696,5975,1928,33986056,-118044134,14634,3101,96169,0,1,1,2,7,,379104
12786481,2,4,2,1448,6117,1929,33976235,-118044349,14634,3101,96170,0,1,,7,7,,396299
12787040,4,4,4,1704,5597,1937,33969629,-118038529,14634,3101,96170,0,2,,,7,,494000
12787192,1,2,1,1008,7785,1923,33969752,-118034948,14634,3101,96170,0,1,,7,7,,73447
12787215,2,2,2,1379,6162,1952,33966420,-118034953,14634,3101,96170,0,1,,2,4,,376131
12787268,0,0,,,6346,,33966711,-118037390,14634,3101,96170,0,,,,,,244905
12787283,4,7,4,3222,9082,1924,33968022,-118038088,14634,3101,96170,0,3,,,7,,460318
12787336,6,10,6,4993,7944,1991,33973673,-118028364,14634,3101,96170,0,4,,,7,,1031160
12787488,1,2,1,832,6931,1923,33970684,-118031066,14634,3101,96170,0,1,,7,7,,257994
12787634,1,2,1,1477,9047,1941,33968435,-118029057,14634,3101,96170,0,1,,7,7,,375029
12787726,2,2,2,1338,5839,1954,33967841,-118027574,14634,3101,96170,0,1,,2,4,,79541
12787849,2,3,2,1558,6457,1952,33965647,-118030954,14634,3101,96170,0,2,,,7,,327874
12788360,2,3,2,1578,7353,1958,33965363,-118024889,14634,3101,96173,0,1,1,2,4,,542000
12788460,2,4,2,2101,6843,1960,33965336,-118021638,14634,3101,96173,0,1,,2,4,,204136
12788606,2,3,2,1476,6547,1953,33962973,-118022068,14634,3101,96173,0,1,,2,7,,453050
12788767,3,4,3,2025,7125,1948,33975125,-118024766,14634,3101,96170,0,1,,7,7,,128119
12789228,2,4,2,1675,8618,1950,33965529,-118020551,14634,3101,96170,0,1,1,2,7,,324012
12789328,2,2,2,1656,10082,1954,33966595,-118015406,14634,3101,96170,0,1,,2,4,1,566000
12789451,2,2,2,1828,12179,1953,33966898,-118010902,14634,3101,96170,0,1,,2,4,,535000
12789574,2,2,2,1480,10504,1953,33962545,-118015204,14634,3101,96170,0,1,,2,4,,269527
12789674,3,4,3,1938,20360,1951,33962126,-118011213,14634,3101,96170,0,1,,2,4,,365346
12789797,2,4,2,2667,10915,1951,33960237,-118014710,14634,3101,96173,0,1,1,2,7,,440996
12789920,2,4,2,1845,6038,1951,33960654,-118018928,14634,3101,96173,0,1,,2,7,,351670
12790279,2,5,2,2038,17029,1951,33951526,-118006906,14634,3101,96173,0,1,,2,7,,733000
12790379,2,2,2,1955,28945,1951,33953800,-118006071,14634,3101,96173,0,1,,2,4,,263190
12790502,4,7,4,4608,25246,1923,33955519,-118003814,14634,3101,96173,0,1,,7,7,,236127
12791545,1,2,1,840,14148,1956,33941979,-118015504,118225,3101,96172,0,1,,7,7,,309139
12791645,2,4,2,1615,8222,1953,33944933,-118017746,118225,3101,96172,0,1,,7,7,,289963
12791837,3,4,3,2210,5789,1982,33941050,-118016423,118225,3101,96172,0,1,1,2,4,,284568
12792155,2,3,2,1305,7501,1959,33934333,-118017928,118225,3101,96172,0,1,,2,4,,208930
12792178,2,2,2,1568,8183,1954,33934241,-118016968,118225,3101,96172,0,1,1,2,7,,216674
12792408,2,3,2,1985,10794,1950,33934443,-118019243,118225,3101,96172,0,1,,2,7,1,132302
12792508,2,3,2,1681,6607,1953,33930859,-118023329,118225,3101,96172,0,1,,2,7,,216575
12792608,2,4,2,2078,9863,1954,33930099,-118025802,118225,3101,96172,0,1,,2,4,1,276643
12792654,2,3,2,1789,7445,1958,33928499,-118022487,118225,3101,96172,0,1,,2,7,1,135446
12792800,2,4,2,1610,14221,1948,33935802,-118021387,118225,3101,96172,0,1,,2,7,,325362
12792823,1,3,1,1066,7368,1951,33935149,-118023566,118225,3101,96172,0,1,,7,7,1,411000
12792946,2,2,2,1498,10862,1954,33930711,-118027463,118225,3101,96172,0,1,,2,7,,177703
12792969,2,3,2,1563,5432,1955,33929698,-118029692,118225,3101,96172,0,1,,2,7,,398587
12793069,1,3,1,1242,6537,1926,33932837,-118028945,118225,3101,96172,0,1,,,7,,57271
12793169,2,3,2,1605,12125,1949,33934635,-118024692,118225,3101,96172,0,1,1,2,7,,246166
12793292,1,3,1,1008,8191,1954,33937695,-118028410,118225,3101,96172,0,1,,7,7,,205043
12793315,1,3,1,1040,7597,1961,33937800,-118030000,118225,3101,96172,0,1,,7,7,,223606
12793499,2,3,2,1000,9459,1953,33934597,-118029601,118225,3101,96172,0,1,,7,7,,404000
12793660,2,3,2,1645,6386,1954,33941886,-118033108,118225,3101,96173,0,1,1,2,7,,290556
12793760,4,6,4,2527,6265,1950,33944217,-118029111,118225,3101,96173,0,1,1,2,4,,367716
12794013,1,3,1,1038,6444,1954,33938059,-118031960,118225,3101,96172,0,1,,7,7,,198337
12794036,1,3,1,1038,6583,1954,33938003,-118032769,118225,3101,96172,0,1,,7,7,,346450
12794059,2,4,2,1361,6044,1963,33937112,-118034109,118225,3101,96172,0,1,,2,7,,128117
12795393,2,4,2,1480,6130,1965,33944500,-118040470,118225,3101,96173,0,1,,2,7,,78690
12795416,1,3,1,1146,6791,1953,33944714,-118043628,118225,3101,96173,0,1,,2,7,,283909
12795631,3,4,3,2165,7009,1951,33946013,-118024497,118225,3101,96172,0,1,,7,7,,421070
12795731,2,3,2,1345,6055,1951,33944648,-118024319,118225,3101,96172,0,1,1,2,7,,400851
12795823,2,4,2,1687,9792,1951,33949137,-118023093,14634,3101,96171,0,1,,7,7,1,91523
12795899,2,2,2,1146,6864,1950,33953887,-118018652,14634,3101,96173,0,1,,7,7,,355334
12796222,1,2,1,1109,5912,1950,33949688,-118021383,14634,3101,96171,0,1,,7,7,,61151
12796322,2,2,2,1376,6746,1950,33947728,-118017349,14634,3101,96171,0,1,1,2,7,,242772
12796445,2,3,2,1538,6443,1950,33953940,-118028794,14634,3101,96173,0,1,,7,7,,373098
12796691,2,2,2,1316,6012,1949,33956248,-118024394,14634,3101,96173,0,1,,7,7,,223199
12796783,1,2,1,806,7241,1949,33955436,-118022690,14634,3101,96173,0,1,,7,7,,387000
12797213,2,4,2,1784,6835,1952,33948983,-118028552,118225,3101,96173,0,1,,7,7,,74604
12797313,2,3,2,1063,7824,1955,33948172,-118026083,118225,3101,96173,0,1,,7,7,,124988
12797404,1,3,1,1076,7048,1951,33951916,-118027188,14634,3101,96173,0,1,,7,7,,69288
12797895,1,3,1,1118,6204,1951,33953314,-118034925,14634,3101,96173,0,1,,7,7,,240437
12798524,2,3,2,1280,6633,1941,33959363,-118028478,14634,3101,96173,0,1,,7,7,,345000
12798814,2,3,2,1470,9847,1937,33963930,-118039790,14634,3101,96170,0,1,,7,7,,163114
12799266,2,4,2,1580,7870,1950,33960359,-118037938,14634,3101,96170,0,1,,7,7,,277784
12799604,2,3,2,1490,7311,1949,33955829,-118044660,14634,3101,96170,0,1,,7,7,1,199146
12799704,1,3,1,1103,5580,1948,33956056,-118043313,14634,3101,96170,0,1,,7,7,,232303
12799896,3,3,3,1979,2628,1991,33955855,-118042419,14634,3101,96170,0,1,1,2,4,,323880
12800123,2,3,2,1206,5824,1953,33949433,-118052193,118225,3101,96173,0,1,,2,7,,65184
12800338,2,3,2,1269,6035,1951,33950734,-118041178,118225,3101,96173,0,1,1,2,7,1,228675
12800461,1,3,1,1162,6005,1951,33948465,-118042935,118225,3101,96173,0,1,,7,7,1,239948
12801427,2,4,2,1389,4855,1955,33968767,-118066593,396556,3101,96174,0,1,,2,7,,61224
12801519,2,3,2,1040,5354,1956,33966940,-118069646,396556,3101,96174,0,1,,7,7,,132521
12801664,2,3,2,1184,6144,1961,33962855,-118067143,,3101,96174,0,1,,2,7,1,331493
12801771,2,3,2,1503,5263,1950,33971220,-118055957,396556,3101,96174,0,1,1,2,7,,174758
12802132,2,3,2,1489,5466,1949,33970105,-118052560,396556,3101,96174,0,1,1,2,7,,432000
12802398,1,3,1,1138,6123,1946,33985853,-118058499,396556,3101,96174,0,1,,7,7,,314517
12802582,1,3,1,1166,5773,1949,33984281,-118061878,396556,3101,96174,0,1,,7,7,,52786
12802705,2,3,2,1334,5981,1949,33981250,-118062307,396556,3101,96174,0,1,,7,7,,119069
12802728,2,3,2,1311,5495,1950,33979362,-118057553,396556,3101,96174,0,1,,7,7,,134176
12803196,3,4,3,2285,7308,1950,33976512,-118054947,396556,3101,96174,0,1,,7,7,,296155
12803296,1,1,1,695,6571,1925,33978602,-118051891,14634,3101,96174,0,1,,7,7,,163921
12803357,1,3,1,1087,7207,1948,33974794,-118068774,396556,3101,96174,0,1,,7,7,,422000
12803641,1,2,1,888,5650,1950,33979555,-118064042,396556,3101,96174,0,1,,7,7,,277158
12803741,1,3,1,1276,6778,1947,33978310,-118062335,396556,3101,96174,0,1,,7,7,,52180
12803841,2,4,2,1569,7146,1947,33976018,-118064350,396556,3101,96174,0,1,1,2,7,,150410
12803941,2,3,2,1204,5768,1953,33973519,-118064159,396556,3101,96174,0,1,,7,7,,292522
12804102,2,4,2,1539,7056,1951,33973149,-118060470,396556,3101,96174,0,1,,7,7,,153738
12804202,2,3,2,1621,5368,1951,33975558,-118058122,396556,3101,96174,0,1,,7,7,,232489
12804302,1,3,1,1354,5337,1951,33973148,-118057581,396556,3101,96174,0,1,,7,7,,54210
12804569,2,3,2,1440,7128,1958,33990060,-118072137,396556,3101,96174,0,1,,7,7,,98664
12804914,2,4,2,1870,7455,1942,33990860,-118065906,14634,3101,96174,0,2,,,7,,50749
12805152,2,4,2,1883,8535,1951,33985056,-118066752,396556,3101,96174,0,1,,7,7,,390437
12805252,2,2,2,1468,11633,1941,33985437,-118062895,396556,3101,96174,0,1,1,2,7,1,262551
12805352,2,4,2,1565,5013,1944,33986732,-118061134,14634,3101,96174,0,1,,7,7,,382100
12805857,1,2,1,906,5630,1949,33976740,-118073394,396556,3101,96174,0,1,,7,7,,309138
12805980,1,3,1,1063,5921,1949,33979218,-118073279,396556,3101,96174,0,1,,7,7,,393000
12806479,1,3,1,1024,5554,1952,33970875,-118083824,396556,3101,96174,0,1,,7,7,,50748
12806579,1,3,1,1040,6614,1952,33969856,-118084313,396556,3101,96174,0,1,,7,7,,338797
12807191,2,3,2,1125,5771,1954,33968453,-118073718,396556,3101,96174,0,1,,2,7,1,347165
12807291,1,4,1,1154,5872,1950,33966665,-118071881,396556,3101,96174,0,1,,7,7,,380000
12807391,2,3,2,1125,5550,1954,33965655,-118074636,396556,3101,96174,0,1,,2,7,,290484
12807682,1,2,1,730,6996,1953,33960812,-118070655,396556,3101,96174,0,1,,7,7,,40548
12807773,2,5,2,1869,6446,1964,33962108,-118070880,396556,3101,96174,0,2,,,7,,492322
12807911,2,4,2,1246,6441,1955,34051140,-117975472,39306,3101,96490,0,1,,2,7,,129218
12807934,3,6,3,3100,12492,1961,34049957,-117975927,39306,3101,96490,0,2,,,7,,218128
12808026,2,3,2,1320,6039,1956,34046886,-117982622,39306,3101,96490,0,1,,7,7,,52948
12808510,3,4,3,1360,6396,1956,34045579,-117970772,39306,3101,96488,0,1,1,2,7,1,238499
12809270,2,3,2,1760,5961,1957,34046821,-117967405,39306,3101,96488,0,1,,7,7,,215237
12809293,2,3,2,1500,7142,1956,34042689,-117965351,118895,3101,96488,0,1,1,2,7,,58523
12809554,3,3,3,1420,29621,1990,34042281,-117970263,39306,3101,96488,0,1,1,2,4,,186799
12809830,2,3,2,996,6507,1956,34041657,-117973632,39306,3101,96488,0,1,,2,7,,309288
12810075,2,4,2,1576,8509,1962,33992008,-117966120,45602,3101,96489,0,1,,2,7,,76441
12810203,2,3,2,1908,16460,1965,33986592,-117969100,45602,3101,96489,0,1,,2,4,,323190
12810326,2,3,2,1850,8046,1961,33986516,-117965853,45602,3101,96489,0,1,,2,4,,311112
12810495,2,4,2,2328,10947,1961,33982420,-117967315,45602,3101,96489,0,1,,2,4,,601787
12810595,3,3,3,2037,13179,1983,33984585,-117962621,45602,3101,96489,0,1,1,2,4,,318447
12810964,3,3,3,2044,13369,1964,33990691,-117952841,45602,3101,96489,0,1,,2,4,,453049
12811064,2,3,2,1400,10044,1963,33991750,-117956918,45602,3101,96489,0,1,,2,7,,80993
12811164,3,4,3,2280,11786,1969,33991998,-117957582,45602,3101,96489,0,1,,2,4,,103177
12811310,3,3,3,2140,8396,1965,33988910,-117957621,45602,3101,96489,0,1,,2,7,,417181
12811410,2,4,2,2049,10559,1963,33986368,-117960093,45602,3101,96489,0,1,,2,7,,277682
12811832,2,3,2,1288,5954,1965,34040160,-117990862,113576,3101,96490,0,1,,2,7,,151211
12812669,2,3,2,1098,331970,1974,33998500,-117941000,45602,3101,96489,0,1,1,2,4,1,335000
12812792,2,2,2,954,559685,1972,33999000,-117943000,45602,3101,96489,0,1,1,2,4,1,113471
12812892,2,2,2,980,559685,1972,33999000,-117943000,45602,3101,96489,0,1,1,2,4,1,303000
12813430,3,4,3,2125,5358,1972,33989756,-117947018,45602,3101,96489,0,1,,2,7,1,537012
12813576,2,2,2,860,112066,1987,33992351,-117943635,45602,3101,96489,0,1,1,2,4,,356992
12814630,2,3,2,1604,6373,1968,33991752,-117934192,45602,3101,96489,0,1,,2,4,,379107
12815229,1,3,1,1080,6138,1955,34031189,-117962405,39306,3101,96488,0,1,,7,7,,344000
12815475,3,4,3,2306,19170,1959,34011037,-117991760,45602,3101,96489,0,1,,2,4,,105830
12815498,2,3,2,1645,15093,1957,34011866,-117990585,45602,3101,96489,0,1,,2,7,1,128849
12815621,3,4,3,2760,13764,1965,34008629,-117994418,45602,3101,96489,0,1,1,2,4,1,470604
12815744,3,4,3,1796,6116,1957,34039564,-117964995,118895,3101,96488,0,1,,7,7,,59724
12816336,1,3,1,958,5979,1954,34038131,-117955107,118895,3101,96488,0,1,,7,7,1,205906
12816896,2,3,2,1106,6210,1956,34031156,-117959803,39306,3101,96488,0,1,,2,7,,305020
12816996,2,4,2,1709,6159,1953,34031224,-117955860,39306,3101,96488,0,1,,7,7,,252391
12817219,3,5,3,1946,5897,1955,34027765,-117958301,39306,3101,96488,0,1,,7,7,,251853
12817825,2,2,2,1470,2476,1979,33995698,-117969532,45602,3101,96489,0,1,1,2,4,,332945
12818161,2,3,2,1512,9065,1948,34016926,-117976364,45602,3101,96489,0,1,,7,7,,183738
12818184,2,3,2,1600,6427,1927,34016198,-117976010,45602,3101,96489,0,1,,2,7,,356992
12818468,2,3,2,1317,6148,1956,34020711,-117983937,45602,3101,96489,0,1,,2,7,,180071
12818568,2,4,2,1450,6391,1955,34020256,-117986150,45602,3101,96489,0,1,,2,7,1,213554
12818760,2,3,2,1814,9677,1954,34016285,-117978915,45602,3101,96489,0,1,,2,7,,100736
12818906,2,4,2,1305,5970,1958,34015720,-117981832,45602,3101,96489,0,1,,2,7,,176542
12819052,1,2,1,843,8634,1952,34019800,-117979233,45602,3101,96489,0,1,,7,7,1,321451
12819725,2,2,2,920,190647,1984,34012000,-117977000,45602,3101,96489,0,1,1,2,7,,207869
12819748,1,2,1,1061,19391,1923,34006437,-117966121,45602,3101,96489,0,1,,7,7,,288654
12820009,2,3,2,1657,7725,1959,33998272,-117971289,45602,3101,96489,0,1,1,2,4,,135007
12820032,1,3,1,1014,6034,1958,33999449,-117969643,45602,3101,96489,0,1,,7,7,,240372
12820324,1,3,1,940,7006,1957,34004098,-117966041,45602,3101,96489,0,1,,7,7,,234518
12820470,2,3,2,1564,10678,1964,34010377,-117979539,45602,3101,96489,0,1,1,2,7,,488226
12820616,2,5,2,1860,9420,1959,34011032,-117985261,45602,3101,96489,0,1,1,2,4,1,477939
12820739,3,3,3,2151,10223,1962,34013639,-117989646,45602,3101,96489,0,1,,2,4,,104604
12820839,3,4,3,2407,9641,1964,34014972,-117991371,45602,3101,96489,0,1,,2,4,1,396671
